,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,exp11,,,,exp12,,,,exp13,,,,exp14,,,,exp15,,,,exp16,,,,exp17,,,,exp18,,,,exp19,,,,exp20,,,,exp21,,,,exp22,,,,exp23,,,,exp24,,,,exp25,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adap_vehn_,33.05785123966942,32.218597954790674,0,114,32.284294234592444,32.56529897084724,0,113,31.848126232741617,31.857182091796563,0,111,32.27710843373494,31.995968025544077,0,114,33.102409638554214,32.82505843075933,0,117,31.971887550200805,33.210977507647776,0,111,32.96326530612245,32.82261112673567,0,114,32.810204081632655,32.850760916618064,0,117,33.020366598778004,33.44150532246833,0,114,31.46153846153846,32.6417855824081,0,114,32.18849206349206,31.637330205514186,0,117,32.33132530120482,32.88209322686871,0,114,33.002053388090346,32.75972503322163,0,106,32.37875751503006,33.16780430824202,0,117,32.596774193548384,31.775327282603797,0,111,32.3855421686747,31.734372123165414,0,117,32.64646464646464,32.6698343978239,0,114,33.864300626304804,33.49596177311658,0,114,32.50503018108652,31.877418865354084,0,114,32.33870967741935,32.8719922163397,0,114,33.515527950310556,33.213025288867435,0,117,31.54257425742574,31.90602939279688,0,111,32.59475806451613,33.128142583798144,0,113,33.251028806584365,32.57427276796913,0,113,33.353305785123965,33.219907994842565,0,108,32.74194745675187,31.621571385898893,0.0,117.0
veh_n_,33.095435684647306,33.75660742154459,0,117,36.36283185840708,34.561892026231185,0,117,32.4826883910387,33.11386055598273,0,117,32.170340681362724,33.14112821861349,0,114,32.15430861723447,32.577159510307006,0,111,32.13855421686747,33.124040998502814,0,111,30.606936416184972,31.7326493201297,0,109,33.14989733059548,32.610750124031014,0,109,33.04242424242424,32.46243887065465,0,114,33.16188524590164,33.22223752011697,0,117,32.60931174089069,34.213848339328855,0,111,33.21926229508197,33.144619297351696,0,111,32.33874239350913,33.40958037774251,0,108,32.735772357723576,33.86704718067841,0,117,32.38508064516129,32.88005288884556,0,110,32.63469387755102,32.1034756638841,0,114,31.857142857142858,32.196640918777724,0,111,33.04303278688525,33.044618467679236,0,108,34.10647181628392,32.68876849382724,0,117,32.25357873210634,34.06522661630964,0,111,35.11158798283262,32.898612495659364,0,109,34.682203389830505,31.592157191050163,0,113,33.22222222222222,33.238904047336476,0,117,33.56421052631579,33.23471037628051,0,117,31.766,33.07759814433321,0,117,32.925388216303475,32.02944219872146,0.0,117.0
thp_,33.05679513184584,33.2135982576435,0,114,34.246315789473684,32.35718967617134,0,111,31.9265873015873,31.891350208973734,0,113,31.09467455621302,32.358523188906496,0,114,33.62111801242236,32.77186529271796,0,109,33.86070686070686,34.14557277792599,0,114,32.09839357429719,32.032685103176014,0,117,33.02249488752556,32.29477297947096,0,111,33.7469387755102,33.607947144449895,0,111,32.083499005964214,32.52809061974027,0,108,32.243951612903224,32.109958864698086,0,106,32.83536585365854,32.8320935034152,0,117,33.41614906832298,32.03140814827121,0,109,33.49689440993789,32.76613806375889,0,108,33.648870636550306,32.65882234106816,0,114,33.593360995850624,32.56824910557648,0,114,31.2078431372549,33.12950028376472,0,113,31.401559454191034,33.415625986405715,0,114,30.79383429672447,32.2574986125237,0,113,32.67134268537074,32.60608574655425,0,111,33.791666666666664,33.05973484766074,0,111,32.86842105263158,31.352489455668287,0,111,33.16599190283401,32.78797795388111,0,109,32.00200400801603,31.913946731419596,0,117,32.396039603960396,32.41952160519244,0,111,32.70229093964069,31.53361120656833,0.0,117.0
