,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,exp11,,,,exp12,,,,exp13,,,,exp14,,,,exp15,,,,exp16,,,,exp17,,,,exp18,,,,exp19,,,,exp20,,,,exp21,,,,exp22,,,,exp23,,,,exp24,,,,exp25,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adap_vehn_,157.4911011043208,143.87864689027123,0.0,942.0,156.4106893963761,153.72812178126154,0.0,1183.0,157.836710625067,145.79482079659977,0.0,950.0,162.75104535220328,149.20568218086714,0.0,1160.0,161.96016940066474,154.04607486410035,0.0,1071.0,176.740323791144,160.6004945541568,0.0,1144.0,161.52809048997534,149.12379819516113,0.0,1385.0,163.2057467567278,147.0639125274235,0.0,944.0,170.24246810335586,163.96560748306305,0.0,1146.0,162.19829527179158,148.5178302125769,0.0,1071.0,162.1615739251635,158.34573584085524,0.0,1086.0,161.6330545727458,146.732562971242,0.0,1021.0,166.7553875844323,153.0685109933276,0.0,1228.0,172.76535863621743,158.0791139622684,0.0,1036.0,165.1295700654015,155.1910908910727,0.0,1065.0,156.43615310389194,142.86204837775787,0.0,1021.0,173.49222686823202,163.4005619749303,0.0,1284.0,159.875951538544,150.81098179610126,0.0,1017.0,155.61895571995282,140.01439402175487,0.0,1010.0,163.27329259140132,144.41049577914822,0.0,902.0,154.94070976734213,136.67278237128565,0.0,1072.0,161.62817626246382,146.806347745261,0.0,1072.0,160.4696043743969,142.57345685718653,0.0,953.0,169.1902541009971,167.04636115046802,0.0,1785.0,161.9925485150638,145.61204568221248,0.0,920.0,135.32683134616408,68.25994048184337,0.0,556.6666666666666
veh_n_,160.01704728208426,137.24308947127912,0.0,990.0,162.4546477967192,141.17487265847072,0.0,976.0,165.13503806154176,152.93008758653573,0.0,1231.0,171.47030127586578,149.70455384402902,0.0,998.0,171.0650262678246,154.0228020186935,0.0,1012.0,164.0394017368929,149.57215632949544,0.0,951.0,157.07167363568135,158.41208588588717,0.0,1530.0,160.42977377506165,141.68830889635697,0.0,940.0,163.7448268467889,158.8597810378846,0.0,1232.0,159.2447196311783,146.18200090968054,0.0,1111.0,164.13493084593117,149.59242710261623,0.0,1254.0,162.0017690575748,141.43198479456626,0.0,942.0,171.35268575104536,160.62226117640185,0.0,1402.0,170.15294306851078,152.60612371566063,0.0,880.0,162.49565776777098,142.8859294899464,0.0,1160.0,160.81183660340946,141.6807609682645,0.0,1197.0,157.47249919588293,145.83286767081785,0.0,958.0,157.8940709767342,142.20119137439883,0.0,817.0,157.44355098102284,155.13505201899957,0.0,1446.0,164.7777420392409,141.00153065614384,0.0,1099.0,170.45078803473785,161.41726085933337,0.0,1232.0,156.16227082663235,143.4714177218417,0.0,1284.0,173.07354990886674,155.81417799791237,0.0,1249.0,163.954969443551,147.19337511779597,0.0,1040.0,160.34845073442693,145.9364955518061,0.0,1042.0,135.15965343356012,67.78688049137334,0.0,541.0
thp_,167.97469711590009,163.90342887685293,0.0,1093.0,162.5269647260641,142.90873917514548,0.0,977.0,162.42553875844322,153.12046186450206,0.0,1070.0,160.1008362817626,143.85484504819553,0.0,873.0,163.34700332368394,160.4938805161534,0.0,1445.0,168.05189235552697,149.25202021195744,0.0,1174.0,164.00182266538008,145.55076518970154,0.0,856.0,161.9348129087595,147.10546283087865,0.0,1077.0,164.32845502305136,154.01691333732367,0.0,1019.0,156.75410099710518,146.2806302550806,0.0,1223.0,159.08357456845718,141.87099728125725,0.0,886.0,160.92039240913476,148.50659803429076,0.0,1077.0,157.37477216682748,129.70938632355512,0.0,822.0,161.37396804974804,145.031955505224,0.0,1052.0,156.4801651120403,141.2808408681552,0.0,1356.0,154.82405918301706,138.7215208714145,0.0,1140.0,166.8853865122762,153.87887246328935,0.0,1069.0,163.860941353061,145.00848101353844,0.0,1173.0,163.5032164683178,157.89756281340144,0.0,1272.0,160.04256459740537,156.90801079482867,0.0,1503.0,161.16527286372897,140.92247141933547,0.0,975.0,159.9562024230728,149.77963999626445,0.0,1174.0,158.8370858797041,150.62927884126285,0.0,1194.0,155.6438833494157,135.8388164791687,0.0,931.0,169.16800686179909,158.3872733468605,0.0,1200.0,133.5831804011933,67.8085316633303,0.0,501.0
