,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,exp11,,,,exp12,,,,exp13,,,,exp14,,,,exp15,,,,exp16,,,,exp17,,,,exp18,,,,exp19,,,,exp20,,,,exp21,,,,exp22,,,,exp23,,,,exp24,,,,exp25,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adap_vehn_,235.79682641792644,343.9591584764063,-0.96,1237.96,323.87466495121686,569.9839545255176,-0.96,2150.61,266.562935563418,478.5410561813121,-0.96,2256.96,312.2344269325614,566.593021196701,-0.96,2163.07,282.466173474858,437.3758210613859,-0.96,1630.96,300.5671169722312,439.38707009111295,-0.96,1697.46,247.49051141846252,425.1942795966214,-0.96,1840.29,216.6710088988957,393.1345387303747,-0.96,1838.82,348.51720810550006,649.379415153532,-0.96,2629.38,262.253886565884,383.22560128145545,-0.96,1333.54,317.03243272220436,531.2264173680544,-0.96,1876.43,246.12319073657125,407.1035217234161,-0.96,1684.75,219.38120510346306,384.14872037837563,-0.96,1598.36,287.3069582931275,476.6881272231371,-0.96,2044.71,288.6069475715664,506.0677029035667,-0.96,2007.62,241.06545513026697,449.89657244235366,-0.96,1734.95,273.937600514635,493.846955450166,-0.96,2121.54,258.885708159108,371.2400768277313,-0.96,1363.43,212.22118580465315,326.34173298744594,-0.96,1217.57,236.05253564919047,401.4041134541038,-0.96,1888.39,202.0815374718559,300.1315913729658,-0.96,1103.46,232.97834244666024,406.36774287964005,-0.96,1580.29,237.2190951002466,428.1673432458407,-0.96,1942.93,267.5771416318216,457.80149940441885,-0.96,2003.48,212.11590007505094,380.30641863145456,-0.96,1813.79,158.19465490298705,263.23471070164595,-0.8600000000000001,1176.6031818181818
veh_n_,196.88141953468426,309.5053579380423,-0.96,1084.67,208.22842285836816,336.8826495896812,-0.96,1234.5,337.0972445588078,599.3489993320688,-0.96,2289.68,244.08684464458025,353.7351048579742,-0.96,1232.43,269.52787605875415,392.74826956215946,-0.96,1434.38,234.78433579929236,352.45211584399357,-0.96,1314.29,289.28648011150426,558.9433982197285,-0.96,2455.29,218.57237053715022,344.6348895812139,-0.96,1305.46,268.7353918730567,446.10467418208566,-0.96,1985.61,279.91701511740104,505.4770799465486,-0.96,2205.86,259.1674707837461,442.60672221143113,-0.96,1621.93,233.398734855795,368.922084615564,-0.96,1277.67,267.3634609199099,445.61189920433526,-0.96,1943.79,215.34491261927738,348.5139821468545,-0.96,1336.57,184.7276187412887,295.35664502888784,-0.96,1143.82,228.78562238661945,342.7903196991209,-0.96,1242.75,252.08630856652735,431.9637296994066,-0.96,1515.0,212.84995175297524,353.6612730804521,-0.96,1393.93,258.54149244129945,435.5191516242599,-0.96,1673.48,212.81800150101856,325.76092591264023,-0.96,1507.05,298.4972660019299,530.091085345794,-0.96,2155.76,243.37005467996136,437.08210552041356,-0.96,2026.14,284.42837997212393,480.73919170854475,-0.96,1895.43,273.4870805189235,464.16909333923314,-0.96,2054.86,211.10008577248848,327.61717986304933,-0.96,1350.11,146.12395788174777,251.48745902623,-0.8600000000000001,1151.068076923077
thp_,296.5142596762088,501.3649259181123,-0.96,1855.67,231.84807547978986,356.5790540377168,-0.96,1669.0,329.3180015010186,501.7450108489099,-0.96,1950.81,250.1774418355312,403.4167823221945,-0.96,1743.46,327.19277366784604,628.8221841183961,-0.96,2827.71,237.05607376434008,331.2969846876902,-0.96,1201.96,226.33279725528038,321.201843579664,-0.96,1157.32,189.04508416425435,300.03751540226637,-0.96,1156.07,296.602337300311,447.0304341066725,-0.96,1653.96,178.3937493299024,316.01664476466203,-0.96,1653.96,215.2201672563525,350.10994579204987,-0.96,1528.86,215.24171759408173,353.6722311117908,-0.96,1655.14,209.60142596762088,366.3978903997449,-0.96,1669.1,263.99726600192986,441.555810512851,-0.96,1659.57,249.60898466816772,400.04765011855346,-0.96,1570.61,229.8506486544441,416.65243889609116,-0.96,1749.24,292.14265036989383,448.4661992540819,-0.96,1576.57,237.88720917765627,407.0080120631875,-0.96,1710.93,267.71416318215927,423.0752484516498,-0.96,1662.82,245.4432829419963,386.5760190122273,-0.96,1463.54,238.02256888602975,361.3349904170937,-0.96,1346.04,241.04352953790072,400.75662335096115,-0.96,1644.76,277.28476466173476,494.4466376098628,-0.96,2192.32,226.5198348879597,405.9285330703736,-0.96,1691.81,279.37412887316395,471.0173270182962,-0.96,1876.61,148.32367552565518,257.6365596008371,-0.8600000000000001,1158.7244444444443
