,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adap_dwtp_,156.67079446767448,135.85676934994183,0.0,1153.0,161.3659268789536,140.35970787464728,0.0,916.0,160.6161145062721,138.44102629279547,0.0,1144.0,168.81151495657767,153.22440151304593,0.0,1044.0,165.59306314999463,150.30136169302332,0.0,1056.0,160.830920982095,138.343521991163,0.0,1170.0,160.19909938887102,144.68964201915955,0.0,957.0,162.0800364533076,152.39822531886531,0.0,1146.0,166.74289696579822,151.4063908412575,0.0,1122.0,161.39305242843358,161.59371396913443,0.0,1551.0,135.22795609410062,82.29933774912817,0.0,654.3333333333334
dwtp_,166.06631285515172,158.320785524499,0.0,1388.0,155.1178299560416,140.59139456103173,0.0,1090.0,154.10641149351346,137.2550638132859,0.0,1126.0,166.44762517422538,146.66646394034547,0.0,962.0,157.90768735927952,147.28562717239808,0.0,1091.0,159.69277366784604,145.88633825620113,0.0,1069.0,165.5694221078589,159.1302352127936,0.0,1019.0,162.01710088988958,149.54232462365775,0.0,1095.0,157.86281762624637,150.51743879302833,0.0,1280.0,166.57279939959258,149.99299231980766,0.0,1130.0,133.17925597737425,83.22928966272016,0.0,667.6666666666666
thp_,162.90972445588076,140.69270235823498,0.0,1050.0,166.65439047925378,144.03762026217947,0.0,920.0,160.38833494156748,141.4707171379317,0.0,908.0,170.20108287766698,173.51343482407,0.0,1755.0,172.939423180015,159.64754368781786,0.0,1354.0,164.45030556449018,155.31012747330175,0.0,1110.0,160.94392623565992,143.11655616609005,0.0,1007.0,170.475769272006,143.24370472079596,0.0,840.0,168.2705049855259,157.79020683103764,0.0,1254.0,158.57510453522033,144.6424790741752,0.0,1340.0,138.4719833189856,84.13695743588886,0.0,634.0
fxm_,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,138.6373968049748,140.97357855285054,0.0,1383.0,131.76918273986155,132.4007003165322,0.0,1344.0
