,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adap_vehn_,1.4263428755226761,1.2427950314570555,0,17,1.354186769593653,1.143461784441969,0,12,1.2993459847753832,1.0319625796132803,0,12,1.32341588935349,1.127763603166532,0,16,1.348504342232229,1.1244678214015358,0,17,1.3111397019406026,1.0954584551367588,0,13,1.3203066366462957,1.088118031059536,0,11,1.3474857939315965,1.1895738265434666,0,14,1.3020799828455023,1.0758700402803842,0,14,1.3333869411386299,1.0836870703718486,0,15,1.155831420223579,0.5543872312909778,0.0,7.0
veh_n_,1.395786426503699,1.1546597306613107,0,14,1.374986598048676,1.1090241330910466,0,13,1.3827597298166614,1.1754173455682657,0,15,1.3260962796183124,1.0718406358884953,0,14,1.3482899110110431,1.105736746540048,0,14,1.2923769700868446,1.03747856129149,0,12,1.2546906829634394,0.9460594010696471,0,9,1.2542618205210678,0.9481557995471539,0,9,1.326417926450091,1.1030008157968891,0,13,1.360244451592152,1.1733645153667616,0,14,1.1487969560500508,0.539346590691031,0.0,4.285714285714286
thp_,1.3850112576391123,1.1621095187722978,0,14,1.4505199957113757,1.186736460910601,0,15,1.3420177977913583,1.0901056706279504,0,10,1.396161681140774,1.2443485104157586,0,14,1.4303098531146134,1.2347152203171154,0,15,1.3257746327865336,1.101440150246942,0,13,1.33247560844859,1.0837939133327226,0,12,1.4408705907580144,1.1572886476464157,0,12,1.3423930524284335,1.1320410526784423,0,12,1.3054572745791788,1.0670821244923365,0,13,1.1914197115164653,0.5736653836026823,0.0,5.333333333333333
fxm_,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.926074836496194,1.8270391374677977,0,24,1.8436510880316517,1.6862792359125303,0.0,22.0
