step,tl_id,previous_state,current_state,action,reward
21,0,[0 2 0],[0 0 0],[ 0.  2.  0. 22.],0.9993404991810966
92,0,[0 0 0],[2 0 1],[ 0.  0.  0. 22.],0.972007508581681
148,0,[2 0 1],[0 2 0],[ 2.  0.  1. 17.],0.9622215151261568
234,0,[0 2 0],[3 0 1],[ 0.  2.  0. 27.],0.9599769065208107
281,0,[3 0 1],[0 3 0],[ 3.  0.  1. 14.],0.9596770946788606
346,0,[0 3 0],[2 0 1],[ 0.  3.  0. 20.],0.967325868307153
426,0,[2 0 1],[0 7 0],[ 2.  0.  1. 25.],0.8892296674422099
476,0,[0 7 0],[2 0 1],[ 0.  7.  0. 15.],0.9696749914285141
499,0,[2 0 1],[0 1 0],[2. 0. 1. 6.],0.9904280101304745
570,0,[0 1 0],[6 0 1],[ 0.  1.  0. 22.],0.9067512927961766
653,0,[6 0 1],[0 4 0],[ 6.  0.  1. 26.],0.9598983907600336
688,0,[0 4 0],[3 0 1],[ 0.  4.  0. 10.],0.9651395479127239
711,0,[3 0 1],[0 1 0],[3. 0. 1. 6.],0.9897159648296522
800,0,[0 1 0],[5 0 1],[ 0.  1.  0. 28.],0.9301295288852479
859,0,[5 0 1],[0 4 0],[ 5.  0.  1. 18.],0.9378692040212505
915,0,[0 4 0],[1 0 1],[ 0.  4.  0. 17.],0.981401712363136
989,0,[1 0 1],[0 4 0],[ 1.  0.  1. 23.],0.9336688106633303
1054,0,[0 4 0],[8 0 1],[ 0.  4.  0. 20.],0.8456747258249334
1125,0,[8 0 1],[0 8 0],[ 8.  0.  1. 22.],0.8866089856849493
1166,0,[0 8 0],[7 0 1],[ 0.  8.  0. 12.],0.9246408002571014
1198,0,[7 0 1],[0 2 0],[7. 0. 1. 9.],0.9709663645128745
1278,0,[0 2 0],[10  0  1],[ 0.  2.  0. 25.],0.8450852498095984
1343,0,[10  0  1],[ 0 10  0],[10.  0.  1. 20.],0.7880571039711927
1417,0,[ 0 10  0],[9 0 1],[ 0. 10.  0. 23.],0.8440958657766692
1458,0,[9 0 1],[0 3 0],[ 9.  0.  1. 12.],0.9397199745621742
1532,0,[0 3 0],[7 0 1],[ 0.  3.  0. 23.],0.8688796498414524
1573,0,[7 0 1],[0 2 0],[ 7.  0.  1. 12.],0.9717248653735795
1653,0,[0 2 0],[6 0 1],[ 0.  2.  0. 25.],0.8866854440151416
1739,0,[6 0 1],[0 8 0],[ 6.  0.  1. 27.],0.887734443534134
1807,0,[0 8 0],[9 0 1],[ 0.  8.  0. 21.],0.8559334471889068
1851,0,[9 0 1],[0 4 0],[ 9.  0.  1. 13.],0.9307862719972398
1910,0,[0 4 0],[9 0 1],[ 0.  4.  0. 18.],0.7837058886004462
1963,0,[9 0 1],[0 4 0],[ 9.  0.  1. 16.],0.9335400894497056
2025,0,[0 4 0],[10  0  1],[ 0.  4.  0. 19.],0.7308229339486931
2075,0,[10  0  1],[ 0 10  0],[10.  0.  1. 15.],0.6349061775753964
2164,0,[ 0 10  0],[18  0  1],[ 0. 10.  0. 28.],0.8441862907565146
2220,0,[18  0  1],[ 0 12  0],[18.  0.  1. 17.],0.6564952923626848
2291,0,[ 0 12  0],[17  0  1],[ 0. 12.  0. 22.],0.7172109478102499
2338,0,[17  0  1],[0 9 0],[17.  0.  1. 14.],0.6945926988185427
2397,0,[0 9 0],[16  0  1],[ 0.  9.  0. 18.],0.6349567545339772
2489,0,[16  0  1],[ 0 19  0],[16.  0.  1. 29.],0.8603214974119838
2560,0,[ 0 19  0],[14  0  1],[ 0. 19.  0. 22.],0.7359805781554924
2622,0,[14  0  1],[ 0 11  0],[14.  0.  1. 19.],0.7030747420853416
2708,0,[ 0 11  0],[16  0  1],[ 0. 11.  0. 27.],0.8341363570492278
2761,0,[16  0  1],[ 0 11  0],[16.  0.  1. 16.],0.6451416335446856
2832,0,[ 0 11  0],[17  0  1],[ 0. 11.  0. 22.],0.7172186411089458
2924,0,[17  0  1],[ 0 19  0],[17.  0.  1. 29.],0.8603330728368922
3010,0,[ 0 19  0],[17  0  1],[ 0. 19.  0. 27.],0.8279522019037244
3069,0,[17  0  1],[ 0 11  0],[17.  0.  1. 18.],0.675935343611005
3110,0,[ 0 11  0],[8 0 1],[ 0. 11.  0. 12.],0.6799921437201495
3202,0,[8 0 1],[ 0 25  0],[ 8.  0.  1. 29.],0.8234035639563638
3264,0,[ 0 25  0],[13  0  1],[ 0. 25.  0. 19.],0.6778711353875464
3329,0,[13  0  1],[ 0 14  0],[13.  0.  1. 20.],0.6927967444600747
3415,0,[ 0 14  0],[17  0  1],[ 0. 14.  0. 27.],0.8279522019037244
3474,0,[17  0  1],[ 0 12  0],[17.  0.  1. 18.],0.6678103116666614
3527,0,[ 0 12  0],[11  0  1],[ 0. 12.  0. 16.],0.6451416335446856
3583,0,[11  0  1],[ 1 10  0],[11.  0.  1. 17.],0.6656660234212787
3654,0,[ 1 10  0],[13  0  1],[ 1. 10.  0. 22.],0.7427683266970816
3728,0,[13  0  1],[ 0 15  0],[13.  0.  1. 23.],0.7516882862593657
3739,0,[ 0 15  0],[ 1 15  1],[ 0. 15.  0.  2.],0.2808079551656093
3801,0,[ 1 15  1],[ 0 26  0],[ 1. 15.  1. 19.],0.5950130197736193
3845,0,[ 0 26  0],[9 0 1],[ 0. 26.  0. 13.],0.681631748696546
3883,0,[9 0 1],[ 0 15  0],[ 9.  0.  1. 11.],0.4872109575264346
3969,0,[ 0 15  0],[21  0  1],[ 0. 15.  0. 27.],0.8036401265127844
4025,0,[21  0  1],[ 0 12  0],[21.  0.  1. 17.],0.6494455806988907
4084,0,[ 0 12  0],[14  0  1],[ 0. 12.  0. 18.],0.6500640692466284
4125,0,[14  0  1],[0 5 0],[14.  0.  1. 12.],0.8611673320461383
4187,0,[0 5 0],[17  0  1],[ 0.  5.  0. 19.],0.6506922037136078
4231,0,[17  0  1],[0 7 0],[17.  0.  1. 13.],0.7563375820242964
4251,0,[0 7 0],[11  2  1],[0. 7. 0. 5.],0.418348641326177
4343,0,[11  2  1],[ 0 26  0],[11.  2.  1. 29.],0.8172319341012175
4420,0,[ 0 26  0],[16  0  1],[ 0. 26.  0. 24.],0.7675054088618755
4488,0,[16  0  1],[ 0 13  0],[16.  0.  1. 21.],0.7215165929096963
4556,0,[ 0 13  0],[12  0  1],[ 0. 13.  0. 21.],0.7296180688606138
4615,0,[12  0  1],[ 0 11  0],[12.  0.  1. 18.],0.6837637059051228
4689,0,[ 0 11  0],[13  0  1],[ 0. 11.  0. 23.],0.7640200604844671
4760,0,[13  0  1],[ 0 14  0],[13.  0.  1. 22.],0.7361157949911488
4804,0,[ 0 14  0],[7 0 1],[ 0. 14.  0. 13.],0.8082821753923305
4881,0,[7 0 1],[ 0 19  0],[ 7.  0.  1. 24.],0.7492837608875967
4916,0,[ 0 19  0],[7 5 1],[ 0. 19.  0. 10.],0.503416462398472
5002,0,[7 5 1],[ 0 26  0],[ 7.  5.  1. 27.],0.772788151046936
5025,0,[ 0 26  0],[ 4 13  1],[ 0. 26.  0.  6.],0.3622091459881743
5096,0,[ 4 13  1],[ 0 26  0],[ 4. 13.  1. 22.],0.6616786940615587
