step,tl_id,start_at_step,cycle_time
216,0,-1,221
416,0,220,200
568,0,420,152
747,0,572,179
980,0,751,233
1204,0,984,224
1485,0,1208,281
1724,0,1489,239
1903,0,1728,179
2232,0,1907,329
2420,0,2236,188
2674,0,2424,254
2820,0,2678,146
3122,0,2824,302
3457,0,3126,335
3639,0,3461,182
3941,0,3643,302
4225,0,3945,284
4542,0,4229,317
4817,0,4546,275
5107,0,4821,290
5508,0,5111,401
5747,0,5512,239
5962,0,5751,215
6300,0,5966,338
6521,0,6304,221
6886,0,6525,365
7236,0,6890,350
7457,0,7240,221
7672,0,7461,215
7944,0,7676,272
8204,0,7948,260
8350,0,8208,146
8646,0,8354,296
8837,0,8650,191
8986,0,8841,149
9162,0,8990,176
9389,0,9166,227
9643,0,9393,254
9906,0,9647,263
10193,0,9910,287
10582,0,10197,389
10803,0,10586,221
11123,0,10807,320
11326,0,11127,203
11589,0,11330,263
11852,0,11593,263
12076,0,11856,224
12351,0,12080,275
12605,0,12355,254
12817,0,12609,212
13017,0,12821,200
13268,0,13021,251
13546,0,13272,278
13788,0,13550,242
14063,0,13792,275
14284,0,14067,221
14553,0,14288,269
14846,0,14557,293
15016,0,14850,170
15192,0,15020,176
15389,0,15196,197
15604,0,15393,215
15918,0,15608,314
16184,0,15922,266
16420,0,16188,236
16743,0,16424,323
16988,0,16747,245
17245,0,16992,257
17532,0,17249,287
17849,0,17536,317
18148,0,17853,299
18477,0,18152,329
18692,0,18481,215
19000,0,18696,308
19326,0,19004,326
19607,0,19330,281
19942,0,19611,335
20217,0,19946,275
20492,0,20221,275
20743,0,20496,251
21099,0,20747,356
21326,0,21103,227
21643,0,21330,317
21924,0,21647,281
22214,0,21928,290
22372,0,22218,158
22656,0,22376,284
22877,0,22660,221
23149,0,22881,272
23427,0,23153,278
23642,0,23431,215
23887,0,23646,245
24072,0,23891,185
24293,0,24076,221
24541,0,24297,248
24705,0,24545,164
25040,0,24709,335
25306,0,25044,266
25542,0,25310,236
25796,0,25546,254
25918,0,25800,122
26253,0,25922,335
26534,0,26257,281
26851,0,26538,317
27033,0,26855,182
27380,0,27037,347
27652,0,27384,272
27999,0,27656,347
28202,0,28003,203
28360,0,28206,158
28689,0,28364,329
28889,0,28693,200
29236,0,28893,347
29505,0,29240,269
29789,0,29509,284
30016,0,29793,227
30192,0,30020,176
30287,0,30196,95
30538,0,30291,251
30873,0,30542,335
31127,0,30877,254
31336,0,31131,209
31593,0,31340,257
31799,0,31597,206
32074,0,31803,275
32343,0,32078,269
32555,0,32347,212
