step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
41,0,25,1,16,15,0
88,0,45,2,43,42,0
204,0,92,3,112,111,0
257,0,208,0,49,40,0
352,0,261,1,91,81,0
465,0,356,2,109,105,0
488,0,469,3,19,7,0
559,0,492,0,67,58,0
633,0,563,1,70,61,0
713,0,637,2,76,69,0
745,0,717,3,28,21,0
855,0,749,0,106,102,0
899,0,859,1,40,39,0
961,0,903,2,58,46,0
1083,0,965,3,118,108,0
1205,0,1087,0,118,98,0
1216,0,1209,1,7,0,4
1302,0,1220,2,82,75,0
1364,0,1306,3,58,54,0
1459,0,1368,0,91,84,0
1488,0,1463,1,25,1,0
1538,0,1492,2,46,36,0
1648,0,1542,3,106,102,0
1680,0,1652,0,28,21,0
1733,0,1684,1,49,37,0
1855,0,1737,2,118,111,0
1881,0,1859,3,22,17,0
1970,0,1885,0,85,71,0
2011,0,1974,1,37,33,0
2037,0,2015,2,22,15,0
2129,0,2041,3,88,78,0
2167,0,2133,0,34,33,0
2280,0,2171,1,109,102,0
2324,0,2284,2,40,31,0
2422,0,2328,3,94,85,0
2439,0,2426,0,13,8,0
2525,0,2443,1,82,70,0
2572,0,2529,2,43,36,0
2613,0,2576,3,37,33,0
2729,0,2617,0,112,105,0
2833,0,2733,1,100,91,0
2928,0,2837,2,91,82,0
2975,0,2932,3,43,29,0
3001,0,2979,0,22,12,0
3087,0,3005,1,82,78,0
3116,0,3091,2,25,20,0
3217,0,3120,3,97,93,0
3318,0,3221,0,97,79,0
3440,0,3322,1,118,105,0
3559,0,3444,2,115,98,0
3678,0,3563,3,115,101,0
3782,0,3682,0,100,81,0
3826,0,3786,1,40,28,0
3861,0,3830,2,31,11,0
3908,0,3865,3,43,25,0
4021,0,3912,0,109,105,0
4032,0,4025,1,7,0,4
4148,0,4036,2,112,101,0
4225,0,4152,3,73,47,0
4263,0,4229,0,34,20,0
4295,0,4267,1,28,1,0
4357,0,4299,2,58,44,0
4389,0,4361,3,28,21,0
4460,0,4393,0,67,50,0
4471,0,4464,1,7,0,2
4533,0,4475,2,58,48,0
4583,0,4537,3,46,33,0
4609,0,4587,0,22,11,0
4656,0,4613,1,43,34,0
4751,0,4660,2,91,76,0
4843,0,4755,3,88,69,0
4866,0,4847,0,19,0,1
4919,0,4870,1,49,33,0
4933,0,4923,2,10,0,1
4989,0,4937,3,52,48,0
5003,0,4993,0,10,0,0
5095,0,5007,1,88,77,0
5130,0,5099,2,31,14,0
5246,0,5134,3,112,97,0
5281,0,5250,0,31,12,0
5364,0,5285,1,79,60,0
5441,0,5368,2,73,55,0
5506,0,5445,3,61,47,0
5574,0,5510,0,64,47,0
5618,0,5578,1,40,31,0
5653,0,5622,2,31,17,0
5709,0,5657,3,52,40,0
5804,0,5713,0,91,77,0
5815,0,5808,1,7,0,4
5901,0,5819,2,82,67,0
5981,0,5905,3,76,57,0
6019,0,5985,0,34,24,0
6072,0,6023,1,49,32,0
6095,0,6076,2,19,7,0
6208,0,6099,3,109,95,0
6240,0,6212,0,28,13,0
6278,0,6244,1,34,22,0
6295,0,6282,2,13,0,1
6312,0,6299,3,13,4,0
6392,0,6316,0,76,75,0
6481,0,6396,1,85,81,0
6501,0,6485,2,16,0,3
6563,0,6505,3,58,43,0
6655,0,6567,0,88,71,0
6666,0,6659,1,7,0,6
6701,0,6670,2,31,13,0
6769,0,6705,3,64,55,0
6792,0,6773,0,19,9,0
6824,0,6796,1,28,10,0
6940,0,6828,2,112,100,0
7026,0,6944,3,82,73,0
7127,0,7030,0,97,82,0
7219,0,7131,1,88,61,0
7251,0,7223,2,28,9,0
7325,0,7255,3,70,55,0
7354,0,7329,0,25,1,0
7410,0,7358,1,52,38,0
7493,0,7414,2,79,54,0
7558,0,7497,3,61,39,0
7608,0,7562,0,46,23,0
7679,0,7612,1,67,39,0
7801,0,7683,2,118,96,0
7911,0,7805,3,106,64,0
8018,0,7915,0,103,69,0
8032,0,8022,1,10,0,14
8112,0,8036,2,76,50,0
8177,0,8116,3,61,41,0
8287,0,8181,0,106,79,0
8367,0,8291,1,76,8,0
8423,0,8371,2,52,10,0
8479,0,8427,3,52,14,0
8505,0,8483,0,22,0,0
8615,0,8509,1,106,84,0
8626,0,8619,2,7,0,10
8748,0,8630,3,118,90,0
8819,0,8752,0,67,25,0
8839,0,8823,1,16,0,2
8907,0,8843,2,64,11,0
9011,0,8911,3,100,76,0
9082,0,9015,0,67,40,0
9195,0,9086,1,109,70,0
9221,0,9199,2,22,0,12
9325,0,9225,3,100,72,0
9429,0,9329,0,100,71,0
9518,0,9433,1,85,58,0
9538,0,9522,2,16,0,21
9609,0,9542,3,67,33,0
9698,0,9613,0,85,66,0
9808,0,9702,1,106,78,0
9930,0,9812,2,118,46,0
9998,0,9934,3,64,18,0
10063,0,10002,0,61,13,0
10074,0,10067,1,7,0,12
10187,0,10078,2,109,99,0
10276,0,10191,3,85,50,0
10323,0,10280,0,43,27,0
10361,0,10327,1,34,0,12
10381,0,10365,2,16,0,5
10416,0,10385,3,31,19,0
10436,0,10420,0,16,0,1
10534,0,10440,1,94,51,0
10557,0,10538,2,19,0,8
10610,0,10561,3,49,26,0
10639,0,10614,0,25,0,3
10665,0,10643,1,22,8,0
10760,0,10669,2,91,56,0
10771,0,10764,3,7,0,3
10821,0,10775,0,46,13,0
10886,0,10825,1,61,37,0
11008,0,10890,2,118,100,0
11124,0,11012,3,112,64,0
11153,0,11128,0,25,0,18
11245,0,11157,1,88,20,0
11259,0,11249,2,10,0,15
11315,0,11263,3,52,19,0
11332,0,11319,0,13,0,29
11409,0,11336,1,73,60,0
11432,0,11413,2,19,0,18
11500,0,11436,3,64,54,0
11520,0,11504,0,16,0,33
11567,0,11524,1,43,16,0
11611,0,11571,2,40,0,16
11712,0,11615,3,97,79,0
11753,0,11716,0,37,0,16
11767,0,11757,1,10,0,12
11889,0,11771,2,118,41,0
11945,0,11893,3,52,16,0
