step,tl_id,start_at_step,cycle_time
255,0,-1,260
473,0,259,218
667,0,477,194
810,0,671,143
1037,0,814,227
1165,0,1041,128
1446,0,1169,281
1688,0,1450,242
2020,0,1692,332
2208,0,2024,188
2357,0,2212,149
2572,0,2361,215
2823,0,2576,251
3143,0,2827,320
3388,0,3147,245
3687,0,3392,299
3860,0,3691,173
4117,0,3864,257
4314,0,4121,197
4472,0,4318,158
4714,0,4476,242
4932,0,4718,218
5207,0,4936,275
5485,0,5211,278
5784,0,5489,299
6011,0,5788,227
6187,0,6015,176
6462,0,6191,275
6653,0,6466,191
6952,0,6657,299
7023,0,6956,71
7244,0,7027,221
7543,0,7248,299
7803,0,7547,260
8111,0,7807,308
8317,0,8115,206
8625,0,8321,308
9026,0,8629,401
9223,0,9030,197
9522,0,9227,299
9764,0,9526,242
10078,0,9768,314
10374,0,10082,296
10634,0,10378,260
10840,0,10638,206
11127,0,10844,287
11510,0,11131,383
11731,0,11514,221
12039,0,11735,308
12332,0,12043,293
12619,0,12336,287
12921,0,12623,302
13238,0,12925,317
13459,0,13242,221
13704,0,13463,245
14060,0,13708,356
14296,0,14064,236
14448,0,14300,152
14762,0,14452,314
15073,0,14766,311
15285,0,15077,212
15488,0,15289,203
15778,0,15492,290
16059,0,15782,281
16367,0,16063,308
16639,0,16371,272
17004,0,16643,365
17153,0,17008,149
17533,0,17157,380
17841,0,17537,308
18251,0,17845,410
18388,0,18255,137
18522,0,18392,134
18776,0,18526,254
19090,0,18780,314
19323,0,19094,233
19676,0,19327,353
20020,0,19680,344
20370,0,20024,350
20579,0,20374,209
20872,0,20583,293
21132,0,20876,260
21329,0,21136,197
21517,0,21333,188
21804,0,21521,287
22121,0,21808,317
22444,0,22125,323
22614,0,22448,170
22856,0,22618,242
23206,0,22860,350
23439,0,23210,233
23732,0,23443,293
24031,0,23736,299
24297,0,24035,266
24560,0,24301,263
24664,0,24564,104
24948,0,24668,284
25106,0,24952,158
25411,0,25110,305
25665,0,25415,254
25871,0,25669,206
26137,0,25875,266
26430,0,26141,293
26777,0,26434,347
26971,0,26781,194
27228,0,26975,257
27482,0,27232,254
27673,0,27486,191
27930,0,27677,257
28154,0,27934,224
28432,0,28158,278
28695,0,28436,263
28952,0,28699,257
29233,0,28956,281
29454,0,29237,221
29774,0,29458,320
29992,0,29778,218
30219,0,29996,227
30494,0,30223,275
30766,0,30498,272
31101,0,30770,335
31310,0,31105,209
31627,0,31314,317
31788,0,31631,161
32093,0,31792,305
32209,0,32097,116
32451,0,32213,242
