step,tl_id,previous_state,current_state,action,reward
25,0,0_0_0_1_3,1_1_0_0_1,32,0.7769350387011343
81,0,1_1_0_0_1,1_1_1_1_2,17,0.20494763579950703
197,0,1_1_1_1_2,2_1_1_1_3,37,-0.10685196578651196
274,0,2_1_1_1_3,2_2_1_1_0,24,-0.09529082803679251
333,0,2_2_1_1_0,0_2_1_1_1,18,0.17236409954315324
386,0,0_2_1_1_1,1_1_1_2_2,16,0.3374090114489381
424,0,1_1_1_2_2,1_1_1_2_3,11,0.612988306104912
513,0,1_1_1_2_3,1_2_1_0_0,28,-0.04247782495170552
623,0,1_2_1_0_0,1_2_2_1_1,35,-0.1533231427522663
640,0,1_2_2_1_1,1_1_2_1_2,4,0.8698330854298653
723,0,1_1_2_1_2,1_1_1_1_3,26,-0.0064356970039586205
773,0,1_1_1_1_3,2_1_2_0_0,15,0.3209090754502886
838,0,2_1_2_0_0,1_1_2_1_1,20,0.1524439020912442
954,0,1_1_2_1_1,2_0_3_2_2,37,-0.18098489717567348
965,0,2_0_3_2_2,2_0_2_2_3,2,0.821199215526565
1045,0,2_0_2_2_3,3_1_3_0_0,25,-0.07867474072736688
1140,0,3_1_3_0_0,1_2_2_1_1,30,-0.13138086588986403
1166,0,1_2_2_1_1,1_1_2_1_2,7,0.6780254764873339
1234,0,1_1_2_1_2,1_2_0_1_3,21,0.12778573326049103
1341,0,1_2_0_1_3,2_2_1_1_0,34,-0.15685144693863684
1376,0,2_2_1_1_0,0_3_1_1_1,10,0.6111031193555727
1390,0,0_3_1_1_1,0_1_2_1_2,3,0.8883650446652909
1440,0,0_1_2_1_2,1_2_0_1_3,15,0.3835257701552521
1508,0,1_2_0_1_3,1_3_1_0_0,21,-0.00854754573817291
1579,0,1_3_1_0_0,0_3_1_1_1,22,-0.10105761875072271
1629,0,0_3_1_1_1,1_1_1_1_2,15,0.5991223351054924
1748,0,1_1_1_1_2,1_2_1_1_3,38,-0.12583691132369493
