step,tl_id,start_at_step,cycle_time
258,0,-1,263
584,0,262,326
895,0,588,311
1161,0,899,266
1319,0,1165,158
1483,0,1323,164
1671,0,1487,188
2066,0,1675,395
2305,0,2070,239
2529,0,2309,224
2762,0,2533,233
2905,0,2766,143
3099,0,2909,194
3335,0,3103,236
3562,0,3339,227
3822,0,3566,260
4085,0,3826,263
4324,0,4089,239
4593,0,4328,269
4925,0,4597,332
5203,0,4929,278
5430,0,5207,227
5657,0,5434,227
6073,0,5661,416
6357,0,6077,284
6599,0,6361,242
6817,0,6603,218
7128,0,6821,311
7355,0,7132,227
7663,0,7359,308
7926,0,7667,263
8213,0,7930,287
8464,0,8217,251
8760,0,8468,296
8954,0,8764,194
9118,0,8958,164
9318,0,9122,200
9566,0,9322,248
9841,0,9570,275
10095,0,9845,254
10277,0,10099,182
10465,0,10281,188
10644,0,10469,179
10997,0,10648,353
11323,0,11001,326
11547,0,11327,224
11849,0,11551,302
12139,0,11853,290
12378,0,12143,239
12680,0,12382,302
13039,0,12684,359
13140,0,13043,101
13415,0,13144,275
13711,0,13419,296
13875,0,13715,164
14261,0,13879,386
14512,0,14265,251
14748,0,14516,236
15038,0,14752,290
15409,0,15042,371
15804,0,15413,395
16103,0,15808,299
16372,0,16107,269
16599,0,16376,227
16820,0,16603,221
17098,0,16824,278
17334,0,17102,236
17618,0,17338,284
17818,0,17622,200
18246,0,17822,428
18560,0,18250,314
18805,0,18564,245
18948,0,18809,143
19058,0,18952,110
19171,0,19062,113
19425,0,19175,254
19676,0,19429,251
19867,0,19680,191
20124,0,19871,257
20318,0,20128,194
20629,0,20322,311
20901,0,20633,272
21167,0,20905,266
21451,0,21171,284
21777,0,21455,326
22082,0,21781,305
22342,0,22086,260
22701,0,22346,359
22979,0,22705,278
23326,0,22983,347
23595,0,23330,269
23945,0,23599,350
24187,0,23949,242
24483,0,24191,296
24644,0,24487,161
25003,0,24648,359
25245,0,25007,242
25595,0,25249,350
25840,0,25599,245
26109,0,25844,269
26327,0,26113,218
26488,0,26331,161
26799,0,26492,311
27092,0,26803,293
27226,0,27096,134
27453,0,27230,227
27758,0,27457,305
28204,0,27762,446
28584,0,28208,380
28901,0,28588,317
29140,0,28905,239
29415,0,29144,275
29618,0,29419,203
29839,0,29622,221
30057,0,29843,218
30254,0,30061,197
30442,0,30258,188
30684,0,30446,242
30941,0,30688,257
31186,0,30945,245
31461,0,31190,275
31691,0,31465,230
31939,0,31695,248
32205,0,31943,266
32501,0,32209,296
