step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
134,0,25,1,109,108,0
250,0,138,2,112,111,0
276,0,254,3,22,13,0
362,0,280,0,82,73,0
454,0,366,1,88,81,0
465,0,458,2,7,3,0
545,0,469,3,76,69,0
622,0,549,0,73,68,0
738,0,626,1,112,103,0
845,0,742,2,103,91,0
934,0,849,3,85,76,0
1005,0,938,0,67,50,0
1025,0,1009,1,16,11,0
1123,0,1029,2,94,85,0
1209,0,1127,3,82,75,0
1277,0,1213,0,64,57,0
1297,0,1281,1,16,0,1
1317,0,1301,2,16,15,0
1334,0,1321,3,13,12,0
1438,0,1338,0,100,96,0
1539,0,1442,1,97,90,0
1586,0,1543,2,43,29,0
1672,0,1590,3,82,75,0
1791,0,1676,0,115,108,0
1907,0,1795,1,112,100,0
1942,0,1911,2,31,14,0
2019,0,1946,3,73,66,0
2048,0,2023,0,25,13,0
2140,0,2052,1,88,81,0
2187,0,2144,2,43,34,0
2207,0,2191,3,16,9,0
2284,0,2211,0,73,72,0
2298,0,2288,1,10,3,0
2339,0,2302,2,37,36,0
2356,0,2343,3,13,9,0
2400,0,2360,0,40,39,0
2459,0,2404,1,55,51,0
2566,0,2463,2,103,102,0
2583,0,2570,3,13,9,0
2666,0,2587,0,79,72,0
2677,0,2670,1,7,0,1
2697,0,2681,2,16,12,0
2714,0,2701,3,13,6,0
2800,0,2718,0,82,78,0
2922,0,2804,1,118,111,0
2933,0,2926,2,7,0,1
3037,0,2937,3,100,90,0
3066,0,3041,0,25,13,0
3125,0,3070,1,55,54,0
3172,0,3129,2,43,34,0
3228,0,3176,3,52,51,0
3239,0,3232,0,7,0,1
3262,0,3243,1,19,15,0
3303,0,3266,2,37,30,0
3320,0,3307,3,13,12,0
3352,0,3324,0,28,24,0
3444,0,3356,1,88,87,0
3464,0,3448,2,16,9,0
3481,0,3468,3,13,6,0
3513,0,3485,0,28,23,0
3572,0,3517,1,55,50,0
3679,0,3576,2,103,102,0
3726,0,3683,3,43,36,0
3764,0,3730,0,34,17,0
3823,0,3768,1,55,48,0
3903,0,3827,2,76,69,0
3980,0,3907,3,73,60,0
4054,0,3984,0,70,58,0
4080,0,4058,1,22,4,0
4178,0,4084,2,94,85,0
4294,0,4182,3,112,88,0
4383,0,4298,0,85,71,0
4421,0,4387,1,34,10,0
4432,0,4425,2,7,0,5
4503,0,4436,3,67,58,0
4589,0,4507,0,82,73,0
4687,0,4593,1,94,82,0
4773,0,4691,2,82,43,0
4865,0,4777,3,88,61,0
4984,0,4869,0,115,94,0
5043,0,4988,1,55,27,0
5054,0,5047,2,7,0,3
5158,0,5058,3,100,86,0
5256,0,5162,0,94,82,0
5369,0,5260,1,109,94,0
5380,0,5373,2,7,0,7
5454,0,5384,3,70,55,0
5510,0,5458,0,52,33,0
5578,0,5514,1,64,57,0
5652,0,5582,2,70,35,0
5678,0,5656,3,22,8,0
5695,0,5682,0,13,0,2
5784,0,5699,1,85,76,0
5885,0,5788,2,97,85,0
5902,0,5889,3,13,0,3
5964,0,5906,0,58,43,0
6086,0,5968,1,118,109,0
6136,0,6090,2,46,23,0
6192,0,6140,3,52,22,0
6314,0,6196,0,118,103,0
6343,0,6318,1,25,6,0
6369,0,6347,2,22,0,1
6437,0,6373,3,64,49,0
6508,0,6441,0,67,57,0
6606,0,6512,1,94,85,0
6617,0,6610,2,7,0,5
6697,0,6621,3,76,66,0
6741,0,6701,0,40,33,0
6791,0,6745,1,46,33,0
6817,0,6795,2,22,0,2
6849,0,6821,3,28,21,0
6968,0,6853,0,115,107,0
6991,0,6972,1,19,7,0
7056,0,6995,2,61,46,0
7130,0,7060,3,70,56,0
7243,0,7134,0,109,102,0
7275,0,7247,1,28,7,0
7319,0,7279,2,40,22,0
7354,0,7323,3,31,14,0
7422,0,7358,0,64,44,0
7532,0,7426,1,106,92,0
7630,0,7536,2,94,57,0
7743,0,7634,3,109,76,0
7850,0,7747,0,103,71,0
7861,0,7854,1,7,0,17
7905,0,7865,2,40,8,0
8003,0,7909,3,94,74,0
8065,0,8007,0,58,31,0
8151,0,8069,1,82,17,0
8270,0,8155,2,115,90,0
8341,0,8274,3,67,40,0
8412,0,8345,0,67,31,0
8441,0,8416,1,25,0,8
8515,0,8445,2,70,40,0
8547,0,8519,3,28,0,2
8606,0,8551,0,55,33,0
8674,0,8610,1,64,30,0
8739,0,8678,2,61,34,0
8759,0,8743,3,16,0,10
8878,0,8763,0,115,88,0
8976,0,8882,1,94,78,0
9059,0,8980,2,79,39,0
9079,0,9063,3,16,0,18
9165,0,9083,0,82,62,0
9257,0,9169,1,88,69,0
9280,0,9261,2,19,0,1
9300,0,9284,3,16,0,25
9323,0,9304,0,19,0,1
9397,0,9327,1,70,61,0
9441,0,9401,2,40,23,0
9476,0,9445,3,31,0,22
9565,0,9480,0,85,67,0
9642,0,9569,1,73,43,0
9710,0,9646,2,64,46,0
9796,0,9714,3,82,12,0
9852,0,9800,0,52,22,0
9863,0,9856,1,7,0,8
9934,0,9867,2,67,50,0
10032,0,9938,3,94,60,0
10091,0,10036,0,55,29,0
10204,0,10095,1,109,55,0
10218,0,10208,2,10,0,6
10253,0,10222,3,31,0,1
10264,0,10257,0,7,0,2
10380,0,10268,1,112,102,0
10406,0,10384,2,22,0,9
10480,0,10410,3,70,48,0
10551,0,10484,0,67,29,0
10643,0,10555,1,88,64,0
10750,0,10647,2,103,52,0
10821,0,10754,3,67,34,0
10907,0,10825,0,82,43,0
11011,0,10911,1,100,48,0
11082,0,11015,2,67,31,0
11105,0,11086,3,19,0,10
11161,0,11109,0,52,19,0
11181,0,11165,1,16,0,9
11234,0,11185,2,49,30,0
11353,0,11238,3,115,52,0
11382,0,11357,0,25,0,8
11402,0,11386,1,16,0,16
11509,0,11406,2,103,63,0
11619,0,11513,3,106,76,0
11687,0,11623,0,64,0,5
11806,0,11691,1,115,26,0
11901,0,11810,2,91,19,0
11927,0,11905,3,22,0,15
11938,0,11931,0,7,0,25
12060,0,11942,1,118,78,0
12107,0,12064,2,43,18,0
12145,0,12111,3,34,0,19
12162,0,12149,0,13,0,34
12215,0,12166,1,49,32,0
12241,0,12219,2,22,2,0
12276,0,12245,3,31,0,16
12290,0,12280,0,10,0,34
12343,0,12294,1,49,30,0
12405,0,12347,2,58,37,0
12512,0,12409,3,103,41,0
12568,0,12516,0,52,0,19
12648,0,12572,1,76,25,0
