step,tl_id,start_at_step,cycle_time
177,0,-1,182
440,0,181,263
601,0,444,161
855,0,605,254
1136,0,859,281
1333,0,1140,197
1617,0,1337,284
1736,0,1621,119
2068,0,1740,332
2394,0,2072,326
2690,0,2398,296
3010,0,2694,320
3285,0,3014,275
3533,0,3289,248
3751,0,3537,218
3957,0,3755,206
4181,0,3961,224
4471,0,4185,290
4779,0,4475,308
5141,0,4783,362
5371,0,5145,230
5526,0,5375,155
5783,0,5530,257
6046,0,5787,263
6282,0,6050,236
6464,0,6286,182
6754,0,6468,290
6975,0,6758,221
7115,0,6979,140
7468,0,7119,353
7851,0,7472,383
8174,0,7855,323
8422,0,8178,248
8766,0,8426,344
9041,0,8770,275
9265,0,9045,224
9432,0,9269,167
9746,0,9436,314
10012,0,9750,266
10299,0,10016,287
10514,0,10303,215
10828,0,10518,314
11073,0,10832,245
11357,0,11077,284
11710,0,11361,353
12054,0,11714,344
12167,0,12058,113
12460,0,12171,293
12690,0,12464,230
13067,0,12694,377
13312,0,13071,245
13575,0,13316,263
13811,0,13579,236
14005,0,13815,194
14109,0,14009,104
14399,0,14113,290
14752,0,14403,353
15006,0,14756,254
15266,0,15010,260
15565,0,15270,299
15855,0,15569,290
16169,0,15859,314
16336,0,16173,167
16587,0,16340,251
16988,0,16591,401
17317,0,16992,329
17502,0,17321,185
17897,0,17506,395
18178,0,17901,281
18375,0,18182,197
18671,0,18379,296
18961,0,18675,290
19206,0,18965,245
19496,0,19210,290
19705,0,19500,209
19995,0,19709,290
20330,0,19999,335
20662,0,20334,332
20877,0,20666,215
21167,0,20881,290
21451,0,21171,284
21693,0,21455,242
21905,0,21697,212
22138,0,21909,233
22464,0,22142,326
22811,0,22468,347
23113,0,22815,302
23313,0,23117,200
23618,0,23317,305
23908,0,23622,290
24198,0,23912,290
24437,0,24202,239
24700,0,24441,263
24915,0,24704,215
25292,0,24919,377
25606,0,25296,314
25881,0,25610,275
26207,0,25885,326
26404,0,26211,197
26742,0,26408,338
26927,0,26746,185
27331,0,26931,404
27522,0,27335,191
27740,0,27526,218
27949,0,27744,209
28173,0,27953,224
28406,0,28177,233
28621,0,28410,215
28887,0,28625,266
29162,0,28891,275
29404,0,29166,242
29754,0,29408,350
29897,0,29758,143
30232,0,29901,335
30531,0,30236,299
30761,0,30535,230
31111,0,30765,350
31410,0,31115,299
31724,0,31414,314
32020,0,31728,296
32280,0,32024,260
32459,0,32284,179
