step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
86,0,25,1,61,60,0
106,0,90,2,16,15,0
198,0,110,3,88,87,0
290,0,202,0,88,79,0
400,0,294,1,106,97,0
477,0,404,2,73,66,0
512,0,481,3,31,15,0
568,0,516,0,52,42,0
600,0,572,1,28,18,0
656,0,604,2,52,45,0
736,0,660,3,76,75,0
792,0,740,0,52,45,0
827,0,796,1,31,30,0
907,0,831,2,76,62,0
1020,0,911,3,109,100,0
1055,0,1024,0,31,11,0
1177,0,1059,1,118,108,0
1269,0,1181,2,88,78,0
1307,0,1273,3,34,27,0
1342,0,1311,0,31,22,0
1407,0,1346,1,61,49,0
1463,0,1411,2,52,45,0
1528,0,1467,3,61,57,0
1617,0,1532,0,85,84,0
1694,0,1621,1,73,61,0
1717,0,1698,2,19,8,0
1749,0,1721,3,28,23,0
1796,0,1753,0,43,42,0
1888,0,1800,1,88,81,0
1953,0,1892,2,61,47,0
2003,0,1957,3,46,42,0
2101,0,2007,0,94,82,0
2190,0,2105,1,85,76,0
2258,0,2194,2,64,54,0
2368,0,2262,3,106,96,0
2424,0,2372,0,52,48,0
2516,0,2428,1,88,75,0
2539,0,2520,2,19,10,0
2571,0,2543,3,28,23,0
2612,0,2575,0,37,30,0
2644,0,2616,1,28,24,0
2682,0,2648,2,34,29,0
2762,0,2686,3,76,69,0
2863,0,2766,0,97,89,0
2964,0,2867,1,97,87,0
3026,0,2968,2,58,48,0
3070,0,3030,3,40,28,0
3129,0,3074,0,55,41,0
3248,0,3133,1,115,110,0
3268,0,3252,2,16,4,0
3369,0,3272,3,97,96,0
3479,0,3373,0,106,96,0
3568,0,3483,1,85,76,0
3582,0,3572,2,10,0,1
3692,0,3586,3,106,96,0
3727,0,3696,0,31,13,0
3846,0,3731,1,115,111,0
3869,0,3850,2,19,0,1
3937,0,3873,3,64,45,0
4059,0,3941,0,118,103,0
4181,0,4063,1,118,101,0
4234,0,4185,2,49,35,0
4290,0,4238,3,52,23,0
4322,0,4294,0,28,15,0
4402,0,4326,1,76,69,0
4524,0,4406,2,118,105,0
4565,0,4528,3,37,18,0
4579,0,4569,0,10,0,4
4650,0,4583,1,67,55,0
4754,0,4654,2,100,84,0
4771,0,4758,3,13,0,3
4809,0,4775,0,34,15,0
4838,0,4813,1,25,10,0
4903,0,4842,2,61,57,0
4935,0,4907,3,28,13,0
5012,0,4939,0,73,66,0
5116,0,5016,1,100,75,0
5166,0,5120,2,46,29,0
5204,0,5170,3,34,15,0
5263,0,5208,0,55,41,0
5298,0,5267,1,31,21,0
5384,0,5302,2,82,75,0
5461,0,5388,3,73,60,0
5529,0,5465,0,64,47,0
5633,0,5533,1,100,90,0
5656,0,5637,2,19,0,3
5673,0,5660,3,13,0,1
5783,0,5677,0,106,89,0
5794,0,5787,1,7,0,3
5835,0,5798,2,37,17,0
5867,0,5839,3,28,8,0
5896,0,5871,0,25,21,0
5994,0,5900,1,94,82,0
6056,0,5998,2,58,43,0
6082,0,6060,3,22,0,0
6189,0,6086,0,103,94,0
6239,0,6193,1,46,29,0
6253,0,6243,2,10,0,5
6303,0,6257,3,46,34,0
6413,0,6307,0,106,99,0
6514,0,6417,1,97,88,0
6585,0,6518,2,67,41,0
6668,0,6589,3,79,62,0
6739,0,6672,0,67,51,0
6804,0,6743,1,61,33,0
6893,0,6808,2,85,68,0
7009,0,6897,3,112,103,0
7113,0,7013,0,100,81,0
7172,0,7117,1,55,35,0
7228,0,7176,2,52,30,0
7269,0,7232,3,37,23,0
7310,0,7273,0,37,15,0
7393,0,7314,1,79,68,0
7497,0,7397,2,100,75,0
7604,0,7501,3,103,71,0
7684,0,7608,0,76,41,0
7770,0,7688,1,82,45,0
7868,0,7774,2,94,53,0
7891,0,7872,3,19,0,6
7926,0,7895,0,31,9,0
7970,0,7930,1,40,23,0
8002,0,7974,2,28,16,0
8040,0,8006,3,34,5,0
8144,0,8044,0,100,80,0
8236,0,8148,1,88,64,0
8307,0,8240,2,67,43,0
8357,0,8311,3,46,10,0
8428,0,8361,0,67,34,0
8484,0,8432,1,52,19,0
8558,0,8488,2,70,45,0
8569,0,8562,3,7,0,11
8661,0,8573,0,88,70,0
8717,0,8665,1,52,33,0
8788,0,8721,2,67,34,0
8901,0,8792,3,109,46,0
8993,0,8905,0,88,49,0
9103,0,8997,1,106,71,0
9138,0,9107,2,31,0,9
9218,0,9142,3,76,46,0
9262,0,9222,0,40,11,0
9285,0,9266,1,19,2,0
9326,0,9289,2,37,0,3
9340,0,9330,3,10,0,1
9435,0,9344,0,91,81,0
9488,0,9439,1,49,26,0
9565,0,9492,2,73,46,0
9678,0,9569,3,109,73,0
9749,0,9682,0,67,43,0
9847,0,9753,1,94,53,0
9909,0,9851,2,58,22,0
9935,0,9913,3,22,0,6
9973,0,9939,0,34,15,0
10002,0,9977,1,25,2,0
10073,0,10006,2,67,55,0
10162,0,10077,3,85,42,0
10188,0,10166,0,22,0,0
10307,0,10192,1,115,82,0
10381,0,10311,2,70,45,0
10407,0,10385,3,22,0,1
10430,0,10411,0,19,0,5
10471,0,10434,1,37,19,0
10497,0,10475,2,22,5,0
10574,0,10501,3,73,51,0
10687,0,10578,0,109,69,0
10749,0,10691,1,58,28,0
10763,0,10753,2,10,0,12
10846,0,10767,3,79,63,0
10881,0,10850,0,31,3,0
10922,0,10885,1,37,13,0
11002,0,10926,2,76,23,0
