step,tl_id,start_at_step,cycle_time
204,0,-1,209
578,0,208,374
826,0,582,248
1125,0,830,299
1451,0,1129,326
1738,0,1455,287
2094,0,1742,356
2258,0,2098,164
2425,0,2262,167
2556,0,2429,131
2855,0,2560,299
3082,0,2859,227
3378,0,3086,296
3566,0,3382,188
3871,0,3570,305
4098,0,3875,227
4292,0,4102,194
4420,0,4296,128
4710,0,4424,290
4973,0,4714,263
5230,0,4977,257
5340,0,5234,110
5600,0,5344,260
5947,0,5604,347
6153,0,5951,206
6425,0,6157,272
6658,0,6429,233
6888,0,6662,230
7085,0,6892,197
7414,0,7089,329
7725,0,7418,311
8054,0,7729,329
8377,0,8058,323
8544,0,8381,167
8780,0,8548,236
9067,0,8784,287
9309,0,9071,242
9536,0,9313,227
9913,0,9540,377
10131,0,9917,218
10337,0,10135,206
10612,0,10341,275
10923,0,10616,311
11192,0,10927,269
11446,0,11196,254
11772,0,11450,326
11981,0,11776,209
12220,0,11985,239
12354,0,12224,134
12518,0,12358,164
12787,0,12522,269
13077,0,12791,290
13340,0,13081,263
13639,0,13344,299
14004,0,13643,365
14318,0,14008,314
14524,0,14322,206
14859,0,14528,335
15086,0,14863,227
15307,0,15090,221
15651,0,15311,344
15785,0,15655,134
16006,0,15789,221
16311,0,16010,305
16550,0,16315,239
16903,0,16554,353
17181,0,16907,278
17447,0,17185,266
17701,0,17451,254
17928,0,17705,227
18128,0,17932,200
18427,0,18132,299
18576,0,18431,149
18812,0,18580,236
19027,0,18816,215
19248,0,19031,221
19394,0,19252,146
19624,0,19398,230
19914,0,19628,290
20057,0,19918,143
20326,0,20061,269
20613,0,20330,287
20951,0,20617,338
21337,0,20955,386
21567,0,21341,230
21806,0,21571,239
22039,0,21810,233
22278,0,22043,239
22667,0,22282,389
23011,0,22671,344
23217,0,23015,206
23465,0,23221,248
23677,0,23469,212
23862,0,23681,185
24047,0,23866,185
24268,0,24051,221
24441,0,24272,173
24698,0,24445,257
24973,0,24702,275
25161,0,24977,188
25493,0,25165,332
25666,0,25497,173
25899,0,25670,233
26120,0,25903,221
26386,0,26124,266
26547,0,26390,161
26756,0,26551,209
27067,0,26760,311
27345,0,27071,278
27539,0,27349,194
27709,0,27543,170
28002,0,27713,293
28133,0,28006,131
28402,0,28137,269
28620,0,28406,218
28916,0,28624,296
29143,0,28920,227
29424,0,29147,281
29690,0,29428,266
29965,0,29694,275
30234,0,29969,269
30623,0,30238,389
30784,0,30627,161
31014,0,30788,230
31262,0,31018,248
31447,0,31266,185
31803,0,31451,356
32153,0,31807,350
32449,0,32157,296
