step,tl_id,previous_state,current_state,action,reward
114,0,[0 0 2 3 1],[2 0 2 2 0],[ 0.  0.  2.  3.  1. 28.],0.9603374918872143
134,0,[2 0 2 2 0],[0 1 2 2 1],[2. 0. 2. 2. 0. 5.],0.963943174442922
211,0,[0 1 2 2 1],[3 0 1 3 0],[ 0.  1.  2.  2.  1. 24.],0.9603374918872143
222,0,[3 0 1 3 0],[1 1 1 3 1],[3. 0. 1. 3. 0. 2.],0.9675488569986298
314,0,[1 1 1 3 1],[6 0 1 6 0],[ 1.  1.  1.  3.  1. 29.],0.9314920314415519
325,0,[6 0 1 6 0],[1 0 4 6 1],[6. 0. 1. 6. 0. 2.],0.945914761664383
396,0,[1 0 4 6 1],[6 1 0 4 0],[ 1.  0.  4.  6.  1. 22.],0.9387033965529674
455,0,[6 1 0 4 0],[0 6 3 2 1],[ 6.  1.  0.  4.  0. 18.],0.9423090791086752
520,0,[0 6 3 2 1],[3 0 2 2 0],[ 0.  6.  3.  2.  1. 20.],0.9531261267757987
534,0,[3 0 2 2 0],[1 1 3 2 1],[3. 0. 2. 2. 0. 3.],0.9603374918872143
626,0,[1 1 3 2 1],[8 0 2 2 0],[ 1.  1.  3.  2.  1. 29.],0.9339882732108881
652,0,[8 0 2 2 0],[3 0 0 3 1],[8. 0. 2. 2. 0. 7.],0.9603374918872143
735,0,[3 0 0 3 1],[6 0 1 4 0],[ 3.  0.  0.  3.  1. 26.],0.9350977139972597
746,0,[6 0 1 4 0],[3 0 3 4 1],[6. 0. 1. 4. 0. 2.],0.9423090791086752
760,0,[3 0 3 4 1],[5 1 2 2 0],[3. 0. 3. 4. 1. 3.],0.9495204442200909
819,0,[5 1 2 2 0],[0 3 3 2 1],[ 5.  1.  2.  2.  0. 18.],0.9495204442200909
893,0,[0 3 3 2 1],[3 0 1 6 0],[ 0.  3.  3.  2.  1. 23.],0.945914761664383
904,0,[3 0 1 6 0],[2 2 0 5 1],[3. 0. 1. 6. 0. 2.],0.9567318093315065
918,0,[2 2 0 5 1],[2 1 1 3 0],[2. 2. 0. 5. 1. 3.],0.9567318093315065
968,0,[2 1 1 3 0],[0 4 2 2 1],[ 2.  1.  1.  3.  0. 15.],0.9531261267757987
985,0,[0 4 2 2 1],[2 1 1 2 0],[0. 4. 2. 2. 1. 4.],0.9603374918872143
1068,0,[2 1 1 2 0],[0 7 5 2 1],[ 2.  1.  1.  2.  0. 26.],0.9170693012187207
1097,0,[0 7 5 2 1],[4 0 3 4 0],[0. 7. 5. 2. 1. 8.],0.9378713159631887
