step,veh_id,ttime
88,left_0,88
94,right_2,91
98,right_4,90
99,left_1,94
101,left_3,91
107,right_8,94
113,left_7,98
114,left_12,92
117,right_9,99
119,right_11,96
121,right_14,93
123,left_15,95
130,right_16,97
135,down_6,129
137,down_13,114
144,down_17,113
146,up_5,142
146,down_19,110
147,up_10,131
147,down_33,90
149,up_18,117
151,up_30,100
170,down_39,98
172,down_41,95
184,up_52,91
185,down_49,100
187,down_53,89
195,down_55,92
199,up_56,96
201,up_58,93
206,up_59,93
208,up_61,90
229,right_20,191
231,right_21,187
234,left_23,193
235,right_22,186
237,left_25,191
239,left_29,188
241,left_37,174
242,left_40,168
244,right_24,190
244,left_43,165
246,right_26,187
246,left_45,162
248,right_27,184
248,left_47,159
250,right_28,181
251,right_31,177
253,right_32,174
253,left_50,159
255,right_34,171
255,left_54,154
257,right_35,168
257,left_64,136
258,left_65,132
259,right_36,165
260,right_38,159
260,left_66,129
262,right_42,156
262,left_67,126
264,right_44,150
264,left_68,123
266,right_46,147
266,left_69,120
267,left_72,116
268,right_48,144
269,left_75,113
270,right_51,141
271,left_78,110
272,right_57,138
273,left_81,106
274,right_60,135
277,down_73,148
281,up_77,144
283,down_83,134
283,up_90,121
284,up_94,112
290,up_97,113
291,down_92,127
292,up_100,110
371,right_62,227
371,left_86,199
373,left_87,196
374,right_63,225
376,right_70,222
376,left_89,194
378,right_71,218
381,right_74,216
382,left_93,195
383,right_76,213
384,left_99,192
385,right_79,210
386,right_80,206
387,left_104,190
388,right_82,203
389,left_105,187
390,right_84,200
392,right_85,197
394,right_88,193
400,right_91,194
402,right_95,191
404,right_96,188
406,right_98,185
408,right_101,181
409,right_102,177
411,right_103,174
413,right_106,171
415,right_107,167
