step,tl_id,dynamic_weight,dynamic_weight_activation,reward
25,0,0.04988028731045492,6.122148243500816e-06,0.9885335867626606
78,0,0.04988028731045492,6.122148243500816e-06,0.9749481221994695
92,0,0.07482043096568237,1.2937247444068341e-05,0.9763368768542088
178,0,0.09976057462090984,2.733862281770841e-05,0.963352965710999
273,0,0.09976057462090984,2.733862281770841e-05,0.9464470736921482
320,0,0.1247007182761373,5.777027293579057e-05,0.9523123590907951
385,0,0.14964086193136475,0.00012207240301665171,0.9422775230837293
465,0,0.09976057462090984,2.733862281770841e-05,0.952505697256147
515,0,0.1247007182761373,5.777027293579057e-05,0.9548369451765113
613,0,0.1247007182761373,5.777027293579057e-05,0.947896968959681
630,0,0.07482043096568237,1.2937247444068341e-05,0.9658412136051479
677,0,0.04988028731045492,6.122148243500816e-06,0.9729062856259542
742,0,0.07482043096568237,1.2937247444068341e-05,0.9636236871297443
858,0,0.14964086193136475,0.00012207240301665171,0.9328179208250656
944,0,0.14964086193136475,0.00012207240301665171,0.9328525080059203
1021,0,0.2244612928970471,0.0011507830459559412,0.9335956662802954
1098,0,0.1247007182761373,5.777027293579057e-05,0.9492535030562043
1196,0,0.07482043096568237,1.2937247444068341e-05,0.9506277548716783
1315,0,0.1247007182761373,5.777027293579057e-05,0.9357881916787972
1338,0,0.1247007182761373,5.777027293579057e-05,0.9454434611602774
1424,0,0.1745810055865922,0.00025792859000988317,0.9404159706975235
1477,0,0.09976057462090984,2.733862281770841e-05,0.9623695476174927
1494,0,0.04988028731045492,6.122148243500816e-06,0.9789832613199502
1601,0,0.09976057462090984,2.733862281770841e-05,0.9520139404106309
1681,0,0.14964086193136475,0.00012207240301665171,0.9353041473310348
1779,0,0.1247007182761373,5.777027293579057e-05,0.9483404596010454
1796,0,0.07482043096568237,1.2937247444068341e-05,0.9658411867170804
1861,0,0.14964086193136475,0.00012207240301665171,0.9530522164463093
1938,0,0.09976057462090984,2.733862281770841e-05,0.9627981615384122
1955,0,0.09976057462090984,2.733862281770841e-05,0.9650770654104276
1972,0,0.04988028731045492,6.122148243500816e-06,0.975749062374219
2058,0,0.07482043096568237,1.2937247444068341e-05,0.9660032937235151
2120,0,0.09976057462090984,2.733862281770841e-05,0.9488247262634256
2203,0,0.09976057462090984,2.733862281770841e-05,0.9518310729807862
2220,0,0.07482043096568237,1.2937247444068341e-05,0.9709004159251725
2297,0,0.07482043096568237,1.2937247444068341e-05,0.963621530921837
2338,0,0.1247007182761373,5.777027293579057e-05,0.9555885632672487
2442,0,0.07482043096568237,1.2937247444068341e-05,0.9574682090742038
2555,0,0.1247007182761373,5.777027293579057e-05,0.9515003773815952
2653,0,0.14964086193136475,0.00012207240301665171,0.9350886719701644
2709,0,0.1247007182761373,5.777027293579057e-05,0.9486458656262772
2729,0,0.07482043096568237,1.2937247444068341e-05,0.9682533428079205
2794,0,0.07482043096568237,1.2937247444068341e-05,0.9628943350968404
2841,0,0.07482043096568237,1.2937247444068341e-05,0.9612002491471306
2882,0,0.07482043096568237,1.2937247444068341e-05,0.9590061788901583
2968,0,0.09976057462090984,2.733862281770841e-05,0.9435505052737717
3054,0,0.14964086193136475,0.00012207240301665171,0.9435866879346552
3107,0,0.1745810055865922,0.00025792859000988317,0.9477337976722259
3181,0,0.1247007182761373,5.777027293579057e-05,0.9520082461345765
3225,0,0.14964086193136475,0.00012207240301665171,0.9575950327850553
3284,0,0.07482043096568237,1.2937247444068341e-05,0.97142663936092
3310,0,0.0744917757437711,1.2810319023798523e-05,0.9669667539768951
3339,0,0.07482043096568237,1.2937247444068341e-05,0.9693648997246344
3437,0,0.09976057462090984,2.733862281770841e-05,0.9519765008332364
3454,0,0.07482043096568237,1.2937247444068341e-05,0.9672643830240553
3501,0,0.07482043096568237,1.2937247444068341e-05,0.9658353918437981
3623,0,0.1247007182761373,5.777027293579057e-05,0.9316001552182249
3703,0,0.14964086193136475,0.00012207240301665171,0.9083863864999051
3717,0,0.2244612928970471,0.0011507830459559412,0.9175328222326561
3809,0,0.27434158020750204,0.005118548954743011,0.8998427026464277
3913,0,0.19952114924181968,0.0005448987447555207,0.8874000856541218
3930,0,0.2244612928970471,0.0011507830459559412,0.915429897358864
4043,0,0.2244612928970471,0.0011507830459559412,0.9001601782511021
4087,0,0.14964086193136475,0.00012207240301665171,0.9380725983644159
4137,0,0.19952114924181968,0.0005448987447555207,0.9312458163876524
4181,0,0.1247007182761373,5.777027293579057e-05,0.9457733934555492
4246,0,0.1745810055865922,0.00025792859000988317,0.9196472522553694
4365,0,0.19952114924181968,0.0005448987447555207,0.8974171050604282
4466,0,0.19952114924181968,0.0005448987447555207,0.8889906993769036
4495,0,0.2244612928970471,0.0011507830459559412,0.9133412149584446
4608,0,0.2494014365522746,0.00242872564960318,0.8994064810430705
4715,0,0.19952114924181968,0.0005448987447555207,0.9041202101969628
