step,tl_id,start_at_step,cycle_time
216,0,-1,221
491,0,220,275
763,0,495,272
969,0,767,206
1229,0,973,260
1465,0,1233,236
1794,0,1469,329
2099,0,1798,305
2380,0,2103,281
2679,0,2384,299
2909,0,2683,230
3127,0,2913,218
3411,0,3131,284
3695,0,3415,284
3937,0,3699,242
4197,0,3941,260
4469,0,4201,272
4747,0,4473,278
5100,0,4751,353
5528,0,5104,428
5728,0,5532,200
6099,0,5732,371
6332,0,6103,233
6661,0,6336,329
6906,0,6665,245
7172,0,6910,266
7399,0,7176,227
7635,0,7403,236
7967,0,7639,332
8278,0,7971,311
8628,0,8282,350
8978,0,8632,350
9256,0,8982,278
9462,0,9260,206
9659,0,9466,197
9937,0,9663,278
10230,0,9941,293
10544,0,10234,314
10960,0,10548,416
11211,0,10964,251
11558,0,11215,347
11818,0,11562,260
12087,0,11822,269
12392,0,12091,305
12658,0,12396,266
12852,0,12662,194
13142,0,12856,290
13435,0,13146,293
13695,0,13439,260
14045,0,13699,350
14272,0,14049,227
14616,0,14276,344
14795,0,14620,179
14938,0,14799,143
15192,0,14942,254
15539,0,15196,347
15865,0,15543,326
16158,0,15869,293
16478,0,16162,320
16729,0,16482,251
17085,0,16733,356
17384,0,17089,299
17662,0,17388,278
17847,0,17666,185
18098,0,17851,251
18451,0,18102,353
18789,0,18455,338
19091,0,18793,302
19456,0,19095,365
19644,0,19460,188
19847,0,19648,203
20098,0,19851,251
20403,0,20102,305
20759,0,20407,356
21034,0,20763,275
21333,0,21038,299
21491,0,21337,158
21727,0,21495,236
21990,0,21731,263
22211,0,21994,221
22426,0,22215,215
22773,0,22430,347
23039,0,22777,266
23299,0,23043,260
23583,0,23303,284
23930,0,23587,347
24124,0,23934,194
24399,0,24128,275
24662,0,24403,263
24925,0,24666,263
25296,0,24929,371
25541,0,25300,245
25915,0,25545,374
26223,0,25919,308
26399,0,26227,176
26749,0,26403,350
27045,0,26753,296
27392,0,27049,347
27607,0,27396,215
27849,0,27611,242
28172,0,27853,323
28465,0,28176,293
28731,0,28469,266
28970,0,28735,239
29281,0,28974,311
29625,0,29285,344
29960,0,29629,335
30211,0,29964,251
30540,0,30215,329
30806,0,30544,266
31099,0,30810,293
31401,0,31103,302
31700,0,31405,299
31909,0,31704,209
32166,0,31913,257
32459,0,32170,293
