step,tl_id,reward_type,previous,current,max,reward
25,0,throughput_queueratio,0.0,0.9937649640861931,2,0.49688248204309654
105,0,throughput_queueratio,0.16666666666666666,0.9750598563447725,2,0.5708632615057196
125,0,throughput_queueratio,0.625,0.9812948922585794,2,0.8031474461292897
187,0,throughput_queueratio,0.125,0.9625897845171588,2,0.5437948922585794
300,0,throughput_queueratio,0.475,0.9438846767757382,2,0.7094423383878691
335,0,throughput_queueratio,0.8999999999999998,0.9438846767757382,2,0.921942338387869
352,0,throughput_queueratio,0.25,0.9438846767757382,2,0.5969423383878691
366,0,throughput_queueratio,0.1,0.9625897845171588,2,0.5312948922585794
443,0,throughput_queueratio,0.07500000000000001,0.9563547486033519,2,0.5156773743016759
508,0,throughput_queueratio,0.6000000000000001,0.9501197126895451,2,0.7750598563447726
531,0,throughput_queueratio,0.5,0.9625897845171588,2,0.7312948922585794
572,0,throughput_queueratio,0.15000000000000002,0.9750598563447725,2,0.5625299281723863
601,0,throughput_queueratio,0.30000000000000004,0.9688248204309656,2,0.6344124102154829
678,0,throughput_queueratio,0.2,0.9688248204309656,2,0.5844124102154828
797,0,throughput_queueratio,0.6000000000000001,0.9501197126895451,2,0.7750598563447726
856,0,throughput_queueratio,0.95,0.9688248204309656,2,0.9594124102154828
927,0,throughput_queueratio,0.4499999999999999,0.9688248204309656,2,0.7094124102154827
944,0,throughput_queueratio,0.55,0.9688248204309656,2,0.7594124102154829
1006,0,throughput_queueratio,0.1,0.9501197126895451,2,0.5250598563447726
1092,0,throughput_queueratio,0.475,0.9376496408619314,2,0.7063248204309657
1130,0,throughput_queueratio,0.675,0.9501197126895451,2,0.8125598563447726
1177,0,throughput_queueratio,0.275,0.9625897845171588,2,0.6187948922585794
1260,0,throughput_queueratio,0.35,0.9438846767757382,2,0.6469423383878691
1361,0,throughput_queueratio,0.6499999999999999,0.9251795690343176,2,0.7875897845171588
1459,0,throughput_queueratio,0.8,0.9189445331205107,2,0.8594722665602554
1503,0,throughput_queueratio,0.7749999999999998,0.9688248204309656,2,0.8719124102154827
1556,0,throughput_queueratio,0.32499999999999996,0.9688248204309656,2,0.6469124102154828
1576,0,throughput_queueratio,0.4,0.9750598563447725,2,0.6875299281723863
1644,0,throughput_queueratio,0.125,0.9625897845171588,2,0.5437948922585794
1706,0,throughput_queueratio,0.525,0.9625897845171588,2,0.7437948922585794
1792,0,throughput_queueratio,0.475,0.9563547486033519,2,0.715677374301676
1872,0,throughput_queueratio,0.675,0.9438846767757382,2,0.809442338387869
1883,0,throughput_queueratio,0.625,0.9688248204309656,2,0.7969124102154828
1981,0,throughput_queueratio,0.05,0.9438846767757382,2,0.4969423383878691
2094,0,throughput_queueratio,0.7749999999999998,0.9251795690343176,2,0.8500897845171587
2114,0,throughput_queueratio,0.8999999999999998,0.9438846767757382,2,0.921942338387869
2170,0,throughput_queueratio,0.125,0.9438846767757382,2,0.5344423383878691
2247,0,throughput_queueratio,0.4250000000000001,0.9625897845171588,2,0.6937948922585795
2267,0,throughput_queueratio,0.6000000000000001,0.9812948922585794,2,0.7906474461292897
2311,0,throughput_queueratio,0.125,0.9812948922585794,2,0.5531474461292897
2373,0,throughput_queueratio,0.32499999999999996,0.9688248204309656,2,0.6469124102154828
2387,0,throughput_queueratio,0.475,0.9812948922585794,2,0.7281474461292896
2431,0,throughput_queueratio,0.07500000000000001,0.9812948922585794,2,0.5281474461292897
2460,0,throughput_queueratio,0.32499999999999996,0.9750598563447725,2,0.6500299281723863
2579,0,throughput_queueratio,0.2,0.9563547486033519,2,0.5781773743016759
2602,0,throughput_queueratio,0.95,0.9625897845171588,2,0.9562948922585794
2637,0,throughput_queueratio,0.15000000000000002,0.9688248204309656,2,0.5594124102154828
2705,0,throughput_queueratio,0.25,0.9563547486033519,2,0.603177374301676
2734,0,throughput_queueratio,0.525,0.9688248204309656,2,0.7469124102154828
2775,0,throughput_queueratio,0.2,0.9812948922585794,2,0.5906474461292897
2831,0,throughput_queueratio,0.30000000000000004,0.9688248204309656,2,0.6344124102154829
2923,0,throughput_queueratio,0.4250000000000001,0.9563547486033519,2,0.690677374301676
2988,0,throughput_queueratio,0.7250000000000001,0.9625897845171588,2,0.8437948922585794
3029,0,throughput_queueratio,0.5,0.9563547486033519,2,0.728177374301676
3103,0,throughput_queueratio,0.30000000000000004,0.9563547486033519,2,0.628177374301676
3174,0,throughput_queueratio,0.575,0.9251795690343176,2,0.7500897845171588
3290,0,throughput_queueratio,0.55,0.9376496408619314,2,0.7438248204309656
3358,0,throughput_queueratio,0.925,0.9376496408619314,2,0.9313248204309656
3384,0,throughput_queueratio,0.525,0.9812948922585794,2,0.7531474461292897
3482,0,throughput_queueratio,0.175,0.9563547486033519,2,0.565677374301676
3511,0,throughput_queueratio,0.7749999999999998,0.9563547486033519,2,0.8656773743016759
3534,0,throughput_queueratio,0.2,0.9688248204309656,2,0.5844124102154828
3554,0,throughput_queueratio,0.15000000000000002,0.9688248204309656,2,0.5594124102154828
3610,0,throughput_queueratio,0.125,0.9625897845171588,2,0.5437948922585794
3648,0,throughput_queueratio,0.4250000000000001,0.9688248204309656,2,0.6969124102154829
3722,0,throughput_queueratio,0.275,0.9189445331205107,2,0.5969722665602554
3838,0,throughput_queueratio,0.575,0.862829209896249,2,0.7189146049481245
3924,0,throughput_queueratio,0.925,0.8752992817238627,2,0.9001496408619314
4019,0,throughput_queueratio,0.675,0.8815343176376695,2,0.7782671588188348
4138,0,throughput_queueratio,0.75,0.8565941739824421,2,0.803297086991221
4245,0,throughput_queueratio,0.95,0.8378890662410216,2,0.8939445331205107
4364,0,throughput_queueratio,0.8500000000000002,0.8752992817238627,2,0.8626496408619315
4477,0,throughput_queueratio,0.95,0.8815343176376695,2,0.9157671588188347
4515,0,throughput_queueratio,0.8999999999999998,0.9002394253790902,2,0.900119712689545
4613,0,throughput_queueratio,0.275,0.8877693535514765,2,0.5813846767757382
4723,0,throughput_queueratio,0.7749999999999998,0.8877693535514765,2,0.8313846767757381
4821,0,throughput_queueratio,0.875,0.8940043894652833,2,0.8845021947326417
4916,0,throughput_queueratio,0.7749999999999998,0.9002394253790902,2,0.837619712689545
4993,0,throughput_queueratio,0.75,0.8877693535514765,2,0.8188846767757383
5112,0,throughput_queueratio,0.6000000000000001,0.8690642458100558,2,0.7345321229050279
5159,0,throughput_queueratio,0.95,0.9002394253790902,2,0.9251197126895451
5269,0,throughput_queueratio,0.35,0.8940043894652833,2,0.6220021947326416
5364,0,throughput_queueratio,0.875,0.9002394253790902,2,0.8876197126895451
5432,0,throughput_queueratio,0.75,0.906474461292897,2,0.8282372306464485
5503,0,throughput_queueratio,0.525,0.9127094972067039,2,0.718854748603352
5577,0,throughput_queueratio,0.55,0.9002394253790902,2,0.7251197126895451
5675,0,throughput_queueratio,0.575,0.8877693535514765,2,0.7313846767757382
5761,0,throughput_queueratio,0.7749999999999998,0.8815343176376695,2,0.8282671588188346
5781,0,throughput_queueratio,0.675,0.9251795690343176,2,0.8000897845171588
5867,0,throughput_queueratio,0.125,0.8940043894652833,2,0.5095021947326417
5908,0,throughput_queueratio,0.675,0.9127094972067039,2,0.793854748603352
5988,0,throughput_queueratio,0.30000000000000004,0.9002394253790902,2,0.6001197126895451
6059,0,throughput_queueratio,0.625,0.8877693535514765,2,0.7563846767757383
6169,0,throughput_queueratio,0.55,0.862829209896249,2,0.7064146049481246
6279,0,throughput_queueratio,0.875,0.8940043894652833,2,0.8845021947326417
6386,0,throughput_queueratio,0.875,0.8877693535514765,2,0.8813846767757383
6466,0,throughput_queueratio,0.8500000000000002,0.8940043894652833,2,0.8720021947326417
6477,0,throughput_queueratio,0.625,0.9189445331205107,2,0.7719722665602553
6542,0,throughput_queueratio,0.05,0.9127094972067039,2,0.481354748603352
6652,0,throughput_queueratio,0.5,0.8752992817238627,2,0.6876496408619314
6687,0,throughput_queueratio,0.875,0.862829209896249,2,0.8689146049481244
6782,0,throughput_queueratio,0.25,0.906474461292897,2,0.5782372306464485
6793,0,throughput_queueratio,0.75,0.9376496408619314,2,0.8438248204309657
6906,0,throughput_queueratio,0.05,0.862829209896249,2,0.4564146049481245
6947,0,throughput_queueratio,0.8999999999999998,0.8940043894652833,2,0.8970021947326415
7003,0,throughput_queueratio,0.30000000000000004,0.8877693535514765,2,0.5938846767757382
7083,0,throughput_queueratio,0.4250000000000001,0.9189445331205107,2,0.6719722665602554
7166,0,throughput_queueratio,0.625,0.8940043894652833,2,0.7595021947326417
7207,0,throughput_queueratio,0.6499999999999999,0.8940043894652833,2,0.7720021947326416
7275,0,throughput_queueratio,0.30000000000000004,0.8690642458100558,2,0.584532122905028
7370,0,throughput_queueratio,0.525,0.8254189944134078,2,0.675209497206704
7471,0,throughput_queueratio,0.75,0.8067138866719872,2,0.7783569433359936
