step,tl_id,start_at_step,cycle_time
234,0,-1,239
584,0,238,350
904,0,588,320
1080,0,908,176
1271,0,1084,191
1504,0,1275,233
1749,0,1508,245
2048,0,1753,299
2317,0,2052,269
2571,0,2321,254
2846,0,2575,275
3088,0,2850,242
3384,0,3092,296
3704,0,3388,320
3838,0,3708,134
4080,0,3842,242
4454,0,4084,374
4735,0,4458,281
4968,0,4739,233
5225,0,4972,257
5632,0,5229,407
5961,0,5636,329
6272,0,5965,311
6592,0,6276,320
6861,0,6596,269
7148,0,6865,287
7459,0,7152,311
7794,0,7463,335
8162,0,7798,368
8443,0,8166,281
8541,0,8447,98
8798,0,8545,257
9142,0,8802,344
9408,0,9146,266
9608,0,9412,200
9898,0,9612,290
10263,0,9902,365
10580,0,10267,317
10843,0,10584,263
11124,0,10847,281
11408,0,11128,284
11692,0,11412,284
11925,0,11696,233
12209,0,11929,284
12529,0,12213,320
12831,0,12533,302
13079,0,12835,248
13261,0,13083,182
13479,0,13265,218
13886,0,13483,407
14095,0,13890,209
14304,0,14099,209
14552,0,14308,248
14719,0,14556,167
14994,0,14723,275
15251,0,14998,257
15559,0,15255,308
15801,0,15563,242
16079,0,15805,278
16372,0,16083,293
16596,0,16376,224
16835,0,16600,239
17098,0,16839,263
17307,0,17102,209
17531,0,17311,224
17671,0,17535,140
17808,0,17675,137
18044,0,17812,236
18226,0,18048,182
18408,0,18230,182
18779,0,18412,371
19024,0,18783,245
19296,0,19028,272
19640,0,19300,344
19876,0,19644,236
20034,0,19880,158
20228,0,20038,194
20536,0,20232,308
20796,0,20540,260
21071,0,20800,275
21370,0,21075,299
21711,0,21374,341
21902,0,21715,191
22063,0,21906,161
22233,0,22067,170
22430,0,22237,197
22732,0,22434,302
22824,0,22736,92
23063,0,22828,239
23284,0,23067,221
23496,0,23288,212
23810,0,23500,314
24073,0,23814,263
24282,0,24077,209
24524,0,24286,242
24712,0,24528,188
24840,0,24716,128
25070,0,24844,230
25303,0,25074,233
25611,0,25307,308
25877,0,25615,266
26110,0,25881,233
26346,0,26114,236
26579,0,26350,233
26794,0,26583,215
27006,0,26798,212
27314,0,27010,308
27595,0,27318,281
27918,0,27599,323
28187,0,27922,269
28387,0,28191,200
28632,0,28391,245
28814,0,28636,182
29101,0,28818,287
29466,0,29105,365
29675,0,29470,209
30091,0,29679,416
30378,0,30095,287
30650,0,30382,272
30895,0,30654,245
31215,0,30899,320
31562,0,31219,347
31810,0,31566,248
32169,0,31814,359
32387,0,32173,218
