step,tl_id,start_at_step,cycle_time
285,0,-1,290
536,0,289,251
928,0,540,392
1254,0,932,326
1484,0,1258,230
1669,0,1488,185
1926,0,1673,257
2099,0,1930,173
2431,0,2103,332
2739,0,2435,308
2960,0,2743,221
3211,0,2964,251
3510,0,3215,299
3695,0,3514,185
3976,0,3699,281
4179,0,3980,203
4544,0,4183,365
4831,0,4548,287
5121,0,4835,290
5417,0,5125,296
5641,0,5421,224
5952,0,5645,311
6251,0,5956,299
6613,0,6255,362
6768,0,6617,155
7013,0,6772,245
7288,0,7017,275
7470,0,7292,182
7793,0,7474,323
8020,0,7797,227
8259,0,8024,239
8498,0,8263,239
8950,0,8502,452
9132,0,8954,182
9473,0,9136,341
9778,0,9477,305
10005,0,9782,227
10217,0,10009,212
10465,0,10221,248
10722,0,10469,257
11045,0,10726,323
11308,0,11049,263
11508,0,11312,200
11759,0,11512,251
11962,0,11763,203
12165,0,11966,203
12464,0,12169,299
12727,0,12468,263
13005,0,12731,278
13217,0,13009,212
13543,0,13221,326
13743,0,13547,200
13865,0,13747,122
14254,0,13869,389
14535,0,14258,281
14891,0,14539,356
15238,0,14895,347
15471,0,15242,233
15761,0,15475,290
15958,0,15765,197
16245,0,15962,287
16541,0,16249,296
16741,0,16545,200
17094,0,16745,353
17267,0,17098,173
17557,0,17271,290
17751,0,17561,194
17993,0,17755,242
18352,0,17997,359
18663,0,18356,311
18926,0,18667,263
19234,0,18930,308
19518,0,19238,284
19724,0,19522,206
20029,0,19728,305
20316,0,20033,287
20594,0,20320,278
20962,0,20598,368
21135,0,20966,173
21401,0,21139,266
21772,0,21405,371
22035,0,21776,263
22211,0,22039,176
22504,0,22215,293
22692,0,22508,188
22913,0,22696,221
23146,0,22917,233
23433,0,23150,287
23777,0,23437,344
24079,0,23781,302
24429,0,24083,350
24689,0,24433,260
24949,0,24693,260
25194,0,24953,245
25484,0,25198,290
25639,0,25488,155
25968,0,25643,329
26195,0,25972,227
26425,0,26199,230
26718,0,26429,293
27056,0,26722,338
27370,0,27060,314
27690,0,27374,320
28049,0,27694,359
28432,0,28053,383
28713,0,28436,281
28946,0,28717,233
29317,0,28950,371
29664,0,29321,347
30059,0,29668,395
30262,0,30063,203
30471,0,30266,209
30728,0,30475,257
30982,0,30732,254
31272,0,30986,290
31448,0,31276,176
31705,0,31452,257
31953,0,31709,248
32132,0,31957,179
32458,0,32136,326
