step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
89,0,25,1,64,63,0
100,0,93,2,7,6,0
138,0,104,3,34,33,0
194,0,142,0,52,45,0
253,0,198,1,55,48,0
363,0,257,2,106,102,0
377,0,367,3,10,0,2
433,0,381,0,52,47,0
501,0,437,1,64,60,0
521,0,505,2,16,9,0
634,0,525,3,109,100,0
732,0,638,0,94,89,0
854,0,736,1,118,109,0
907,0,858,2,49,31,0
951,0,911,3,40,28,0
983,0,955,0,28,16,0
1072,0,987,1,85,81,0
1161,0,1076,2,85,75,0
1205,0,1165,3,40,31,0
1243,0,1209,0,34,21,0
1275,0,1247,1,28,16,0
1292,0,1279,2,13,9,0
1390,0,1296,3,94,93,0
1503,0,1394,0,109,105,0
1550,0,1507,1,43,30,0
1618,0,1554,2,64,50,0
1659,0,1622,3,37,33,0
1769,0,1663,0,106,100,0
1879,0,1773,1,106,94,0
1911,0,1883,2,28,16,0
1994,0,1915,3,79,75,0
2008,0,1998,0,10,0,2
2091,0,2012,1,79,74,0
2186,0,2095,2,91,82,0
2230,0,2190,3,40,31,0
2310,0,2234,0,76,72,0
2387,0,2314,1,73,62,0
2464,0,2391,2,73,66,0
2508,0,2468,3,40,36,0
2573,0,2512,0,61,57,0
2587,0,2577,1,10,3,0
2640,0,2591,2,49,45,0
2729,0,2644,3,85,80,0
2848,0,2733,0,115,108,0
2901,0,2852,1,49,36,0
2927,0,2905,2,22,15,0
2971,0,2931,3,40,33,0
3006,0,2975,0,31,27,0
3059,0,3010,1,49,48,0
3133,0,3063,2,70,66,0
3180,0,3137,3,43,38,0
3206,0,3184,0,22,5,0
3244,0,3210,1,34,24,0
3348,0,3248,2,100,90,0
3404,0,3352,3,52,48,0
3454,0,3408,0,46,39,0
3510,0,3458,1,52,40,0
3530,0,3514,2,16,11,0
3571,0,3534,3,37,33,0
3633,0,3575,0,58,45,0
3665,0,3637,1,28,24,0
3760,0,3669,2,91,82,0
3858,0,3764,3,94,77,0
3911,0,3862,0,49,25,0
