step,tl_id,start_at_step,cycle_time
252,0,-1,257
482,0,256,230
700,0,486,218
927,0,704,227
1163,0,931,236
1357,0,1167,194
1677,0,1361,320
1799,0,1681,122
1936,0,1803,137
2295,0,1940,359
2567,0,2299,272
2716,0,2571,149
2997,0,2720,281
3203,0,3001,206
3517,0,3207,314
3702,0,3521,185
3944,0,3706,242
4240,0,3948,296
4512,0,4244,272
4721,0,4516,209
4990,0,4725,269
5199,0,4994,209
5405,0,5203,206
5611,0,5409,206
5865,0,5615,254
6047,0,5869,182
6319,0,6051,272
6510,0,6323,191
6827,0,6514,317
7084,0,6831,257
7362,0,7088,278
7601,0,7366,239
7714,0,7605,113
8022,0,7718,308
8252,0,8026,230
8353,0,8256,101
8520,0,8357,167
8882,0,8524,362
9226,0,8886,344
9507,0,9230,281
9725,0,9511,218
10024,0,9729,299
10320,0,10028,296
10595,0,10324,275
10810,0,10599,215
11106,0,10814,296
11396,0,11110,290
11542,0,11400,146
11835,0,11546,293
12155,0,11839,320
12373,0,12159,218
12678,0,12377,305
12995,0,12682,317
13357,0,12999,362
13602,0,13361,245
13829,0,13606,227
14008,0,13833,179
14196,0,14012,188
14480,0,14200,284
14761,0,14484,281
14955,0,14765,194
15158,0,14959,203
15454,0,15162,296
15669,0,15458,215
15776,0,15673,107
16057,0,15780,281
16320,0,16061,263
16526,0,16324,206
16894,0,16530,368
17070,0,16898,176
17423,0,17074,353
17635,0,17427,212
17973,0,17639,338
18239,0,17977,266
18598,0,18243,359
18873,0,18602,275
19202,0,18877,329
19426,0,19206,224
19572,0,19430,146
19946,0,19576,374
20308,0,19950,362
20580,0,20312,272
20783,0,20584,203
21064,0,20787,281
21327,0,21068,263
