step,tl_id,start_at_step,cycle_time
183,0,-1,188
428,0,187,245
646,0,432,218
867,0,650,221
1280,0,871,413
1570,0,1284,290
1716,0,1574,146
2027,0,1720,311
2194,0,2031,167
2535,0,2198,341
2921,0,2539,386
3103,0,2925,182
3192,0,3107,89
3467,0,3196,275
3745,0,3471,278
3948,0,3749,203
4142,0,3952,194
4339,0,4146,197
4674,0,4343,335
4814,0,4678,140
5065,0,4818,251
5388,0,5069,323
5675,0,5392,287
5926,0,5679,251
6177,0,5930,251
6398,0,6181,221
6733,0,6402,335
7014,0,6737,281
7325,0,7018,311
7588,0,7329,263
7812,0,7592,224
8072,0,7816,260
8371,0,8076,299
8574,0,8375,203
8789,0,8578,215
9085,0,8793,296
9429,0,9089,344
9740,0,9433,311
9985,0,9744,245
10173,0,9989,188
10415,0,10177,242
10699,0,10419,284
10923,0,10703,224
11156,0,10927,233
11344,0,11160,188
11556,0,11348,212
11906,0,11560,350
12214,0,11910,308
12315,0,12218,101
12632,0,12319,317
12946,0,12636,314
13206,0,12950,260
13454,0,13210,248
13810,0,13458,356
14223,0,13814,413
14402,0,14227,179
14734,0,14406,332
14913,0,14738,179
15101,0,14917,188
15475,0,15105,374
15729,0,15479,254
16103,0,15733,374
16300,0,16107,197
16554,0,16304,254
16844,0,16558,290
17104,0,16848,260
17436,0,17108,332
17651,0,17440,215
17878,0,17655,227
18159,0,17882,281
18368,0,18163,209
18544,0,18372,176
18738,0,18548,194
19088,0,18742,350
19336,0,19092,248
19572,0,19340,236
19796,0,19576,224
20155,0,19800,359
20400,0,20159,245
20756,0,20404,356
21073,0,20760,317
21285,0,21077,212
