step,tl_id,start_at_step,cycle_time
207,0,-1,212
434,0,211,227
664,0,438,230
1050,0,668,386
1304,0,1054,254
1597,0,1308,293
1776,0,1601,179
2021,0,1780,245
2245,0,2025,224
2514,0,2249,269
2741,0,2518,227
3004,0,2745,263
3222,0,3008,218
3458,0,3226,236
3730,0,3462,272
3813,0,3734,83
4106,0,3817,293
4324,0,4110,218
4491,0,4328,167
4754,0,4495,263
4900,0,4758,146
5112,0,4904,212
5312,0,5116,200
5497,0,5316,185
5880,0,5501,383
6176,0,5884,296
6427,0,6180,251
6594,0,6431,167
6809,0,6598,215
7048,0,6813,239
7179,0,7052,131
7436,0,7183,257
7747,0,7440,311
8013,0,7751,266
8300,0,8017,287
8545,0,8304,245
8877,0,8549,332
9134,0,8881,257
9433,0,9138,299
9741,0,9437,308
9953,0,9745,212
10192,0,9957,239
10548,0,10196,356
10757,0,10552,209
11086,0,10761,329
11346,0,11090,260
11609,0,11350,263
11989,0,11613,380
12243,0,11993,254
12593,0,12247,350
12919,0,12597,326
13113,0,12923,194
13445,0,13117,332
13633,0,13449,188
13953,0,13637,320
14318,0,13957,365
14635,0,14322,317
14868,0,14639,233
15101,0,14872,233
15430,0,15105,329
15711,0,15434,281
16058,0,15715,347
16270,0,16062,212
16503,0,16274,233
16817,0,16507,314
17131,0,16821,314
17391,0,17135,260
17648,0,17395,257
17932,0,17652,284
18213,0,17936,281
18518,0,18217,305
18673,0,18522,155
18876,0,18677,203
19193,0,18880,317
19543,0,19197,350
19830,0,19547,287
20189,0,19834,359
20539,0,20193,350
20820,0,20543,281
21053,0,20824,233
21265,0,21057,212
21504,0,21269,239
