step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
55.00,8,0.68,40.00,615.10,0.00,0,5.42
57.00,7,-0.53,45.00,596.93,0.00,0,8.52
57.00,13,-0.27,34.00,615.10,0.00,0,5.47
70.00,16,-0.64,42.00,615.10,0.00,0,5.15
71.00,18,-0.22,39.00,615.10,0.00,0,5.00
77.00,19,-0.01,43.00,615.10,0.00,0,15.45
79.00,0,0.00,79.00,617.75,36.00,1,47.42
81.00,4,-0.16,74.00,617.75,30.00,1,41.98
85.00,14,-0.06,60.00,617.75,13.00,1,26.56
88.00,15,1.15,60.00,617.75,11.00,1,24.20
93.00,2,0.42,89.00,596.93,43.00,1,57.12
93.00,12,0.52,71.00,615.10,27.00,1,40.15
94.00,3,1.63,87.00,596.93,42.00,1,57.12
95.00,1,-0.79,94.00,617.75,45.00,1,59.24
95.00,28,-0.12,45.00,615.10,2.00,1,16.34
99.00,25,-0.75,55.00,617.75,4.00,1,16.85
100.00,29,1.09,47.00,615.10,0.00,0,12.25
101.00,5,1.05,91.00,596.93,38.00,1,52.71
103.00,11,-0.69,84.00,596.93,34.00,1,52.41
104.00,32,-0.28,47.00,596.93,0.00,0,15.69
110.00,39,-0.81,41.00,615.10,0.00,0,4.98
111.00,40,0.40,39.00,596.93,0.00,0,8.59
132.00,49,-0.71,45.00,617.75,0.00,0,6.02
138.00,54,-0.66,42.00,617.75,0.00,0,8.53
146.00,60,-0.40,39.00,596.93,0.00,0,9.53
154.00,63,-0.77,42.00,596.93,0.00,0,8.88
156.00,64,0.44,41.00,615.10,0.00,0,6.72
160.00,65,1.65,42.00,615.10,0.00,0,5.36
167.00,66,2.86,46.00,617.75,0.00,0,9.32
167.00,71,1.91,38.00,605.00,0.00,0,5.13
168.00,70,-0.30,43.00,617.75,0.00,0,10.85
178.00,77,-0.83,41.00,596.93,0.00,0,8.40
193.00,86,-0.94,40.00,617.75,0.00,0,7.23
199.00,89,-0.31,40.00,617.75,0.00,0,7.39
214.00,6,-0.74,204.00,586.83,160.00,1,173.49
215.00,21,-0.59,178.00,615.10,133.00,1,146.03
215.00,30,-0.70,162.00,596.93,120.00,1,134.84
218.00,9,-0.11,202.00,607.65,152.00,1,163.61
218.00,36,-0.44,154.00,615.10,105.00,1,120.76
218.00,42,-0.18,143.00,596.93,98.00,1,113.81
219.00,59,0.39,113.00,615.10,63.00,1,80.29
220.00,10,1.10,201.00,617.75,151.00,1,170.26
220.00,45,-0.55,140.00,596.93,96.00,1,110.56
221.00,61,-0.19,112.00,615.10,59.00,2,83.10
222.00,17,-0.43,192.00,617.75,143.00,1,156.57
222.00,88,-0.52,65.00,615.10,16.00,1,33.57
223.00,22,0.62,183.00,617.75,133.00,1,149.21
224.00,55,-0.45,126.00,596.93,77.00,1,94.34
225.00,33,-0.07,166.00,617.75,119.00,1,137.45
231.00,20,-0.80,196.00,596.93,155.00,1,164.85
232.00,37,-0.23,166.00,615.10,124.00,1,138.89
233.00,26,-0.54,187.00,615.10,140.00,1,152.41
233.00,34,-0.86,173.00,617.75,127.00,1,139.75
234.00,38,0.98,165.00,596.93,121.00,1,135.77
235.00,27,0.67,186.00,615.10,138.00,1,151.92
235.00,46,-0.34,153.00,615.10,105.00,2,120.71
236.00,51,-0.29,145.00,617.75,99.00,1,116.03
236.00,84,-0.36,86.00,615.10,37.00,1,58.29
238.00,43,-0.97,162.00,596.93,116.00,1,131.23
239.00,52,0.92,145.00,617.75,96.00,1,112.39
241.00,68,-0.72,120.00,596.93,72.00,1,88.43
241.00,92,-0.68,77.00,615.10,25.00,1,38.06
242.00,53,2.13,145.00,617.75,95.00,1,114.27
242.00,100,0.00,63.00,615.10,12.00,1,32.95
244.00,75,-0.25,110.00,596.93,61.00,1,77.43
245.00,98,-0.42,70.00,596.93,19.00,1,41.34
246.00,72,-0.88,118.00,617.75,65.00,1,82.27
247.00,73,0.33,116.00,617.75,64.00,1,84.70
249.00,90,-0.10,88.00,617.75,34.00,1,55.39
249.00,103,-0.37,65.00,596.93,12.00,1,31.85
251.00,95,-0.05,81.00,617.75,30.00,1,49.32
252.00,109,-0.11,57.00,596.93,4.00,1,22.95
256.00,31,-0.49,201.00,596.93,159.00,1,172.97
260.00,35,-0.65,198.00,596.93,154.00,1,166.02
260.00,56,-0.24,160.00,615.10,113.00,1,124.03
261.00,23,-0.17,220.00,617.75,166.00,1,182.68
262.00,67,-0.93,143.00,615.10,94.00,1,107.46
263.00,41,-0.39,190.00,596.93,143.00,1,156.55
263.00,79,0.59,121.00,615.10,72.00,1,91.46
