step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
53,0,25,1,28,27,0
115,0,57,2,58,49,0
162,0,119,3,43,31,0
254,0,166,0,88,68,0
292,0,258,1,34,4,0
351,0,296,2,55,33,0
413,0,355,3,58,39,0
508,0,417,0,91,60,0
597,0,512,1,85,59,0
626,0,601,2,25,3,0
679,0,630,3,49,23,0
696,0,683,0,13,0,4
764,0,700,1,64,53,0
814,0,768,2,46,23,0
909,0,818,3,91,74,0
974,0,913,0,61,17,0
1006,0,978,1,28,6,0
1062,0,1010,2,52,18,0
1121,0,1066,3,55,35,0
1144,0,1125,0,19,6,0
1185,0,1148,1,37,20,0
1217,0,1189,2,28,12,0
1321,0,1221,3,100,83,0
1350,0,1325,0,25,7,0
1361,0,1354,1,7,0,11
1444,0,1365,2,79,61,0
1485,0,1448,3,37,23,0
1538,0,1489,0,49,42,0
1552,0,1542,1,10,0,21
1671,0,1556,2,115,97,0
1721,0,1675,3,46,16,0
1792,0,1725,0,67,35,0
1860,0,1796,1,64,0,3
1982,0,1864,2,118,92,0
2020,0,1986,3,34,0,2
2031,0,2024,0,7,0,13
2048,0,2035,1,13,0,5
2110,0,2052,2,58,51,0
2226,0,2114,3,112,91,0
2243,0,2230,0,13,0,21
2326,0,2247,1,79,30,0
2394,0,2330,2,64,39,0
2456,0,2398,3,58,35,0
2470,0,2460,0,10,0,24
2523,0,2474,1,49,30,0
2612,0,2527,2,85,70,0
2734,0,2616,3,118,94,0
2817,0,2738,0,79,0,2
2876,0,2821,1,55,28,0
2923,0,2880,2,43,9,0
3003,0,2927,3,76,54,0
3032,0,3007,0,25,0,2
3079,0,3036,1,43,24,0
3198,0,3083,2,115,88,0
3254,0,3202,3,52,35,0
3283,0,3258,0,25,0,9
3351,0,3287,1,64,35,0
3371,0,3355,2,16,0,2
3433,0,3375,3,58,49,0
3555,0,3437,0,118,74,0
3575,0,3559,1,16,0,7
3682,0,3579,2,103,76,0
3795,0,3686,3,109,69,0
3845,0,3799,0,46,15,0
3943,0,3849,1,94,39,0
3984,0,3947,2,37,0,1
4007,0,3988,3,19,0,5
4078,0,4011,0,67,44,0
4182,0,4082,1,100,87,0
4289,0,4186,2,103,68,0
4300,0,4293,3,7,0,19
4353,0,4304,0,49,18,0
4469,0,4357,1,112,77,0
4495,0,4473,2,22,0,1
4527,0,4499,3,28,0,15
4565,0,4531,0,34,3,0
4627,0,4569,1,58,43,0
4656,0,4631,2,25,0,5
4724,0,4660,3,64,9,0
4834,0,4728,0,106,89,0
4857,0,4838,1,19,0,3
4871,0,4861,2,10,0,13
4990,0,4875,3,115,83,0
5085,0,4994,0,91,74,0
5159,0,5089,1,70,42,0
5269,0,5163,2,106,40,0
5364,0,5273,3,91,48,0
5405,0,5368,0,37,4,0
5428,0,5409,1,19,0,6
5514,0,5432,2,82,59,0
5582,0,5518,3,64,39,0
5668,0,5586,0,82,54,0
5766,0,5672,1,94,47,0
5801,0,5770,2,31,0,2
5923,0,5805,3,118,92,0
5976,0,5927,0,49,11,0
6044,0,5980,1,64,37,0
6076,0,6048,2,28,0,8
6120,0,6080,3,40,23,0
6158,0,6124,0,34,11,0
6199,0,6162,1,37,14,0
6285,0,6203,2,82,54,0
6311,0,6289,3,22,8,0
6385,0,6315,0,70,49,0
6429,0,6389,1,40,16,0
6464,0,6433,2,31,4,0
6517,0,6468,3,49,29,0
6624,0,6521,0,103,84,0
6710,0,6628,1,82,59,0
6739,0,6714,2,25,0,2
6789,0,6743,3,46,3,0
6839,0,6793,0,46,36,0
6865,0,6843,1,22,3,0
6888,0,6869,2,19,0,8
6944,0,6892,3,52,38,0
7012,0,6948,0,64,43,0
7113,0,7016,1,97,73,0
7220,0,7117,2,103,71,0
7303,0,7224,3,79,25,0
7395,0,7307,0,88,57,0
7481,0,7399,1,82,71,0
