step,tl_id,start_at_step,cycle_time
135,0,-1,140
305,0,139,170
595,0,309,290
819,0,599,224
1088,0,823,269
1444,0,1092,356
1584,0,1448,140
1757,0,1588,173
1999,0,1761,242
2256,0,2003,257
2549,0,2260,293
2749,0,2553,200
3030,0,2753,281
3290,0,3034,260
3664,0,3294,374
3939,0,3668,275
4037,0,3943,98
4252,0,4041,215
4551,0,4256,299
4700,0,4555,149
4873,0,4704,173
5094,0,4877,221
5471,0,5098,377
5722,0,5475,251
6081,0,5726,359
6284,0,6085,203
6514,0,6288,230
6744,0,6518,230
6944,0,6748,200
7171,0,6948,227
