,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,0.8831717623663933,0.5368311186984548,0,3,0.9627143922445935,0.651358821220892,0,5,0.9552572706935123,0.6082366661505482,0,4,0.9299030574198359,0.5646279655498417,0,4,0.9527715635098185,0.6149607121924496,0,5,0.920705940840169,0.586120163557182,0,4,0.9159830971911509,0.577982027385591,0,5,0.9234402187422321,0.5598046978141844,0,4,0.9157345264727815,0.5820183858013498,0,4,0.9229430773054934,0.552583632404875,0,4,0.9309761321456811,0.3279218158412503,0.0,3.0
veh_n_,0.9714143673875217,0.6126692932703183,0,3,0.9878200347999005,0.6938680025759982,0,6,0.972905791697738,0.6247917069709832,0,6,0.9535172756649267,0.6021484265821352,0,4,0.9405915983097192,0.5625476148687646,0,4,0.9137459607258265,0.5581701492890853,0,4,0.9241859308973402,0.561015256106471,0,4,0.9766343524732787,0.6481821785055455,0,4,0.9000745712155108,0.5397731390852366,0,4,0.9020631369624659,0.54289243127452,0,4,0.942273126746973,0.3372952103760256,0.0,3.0
delay_,0.8583146905294556,0.49893954515252037,0,3,0.8849117573949788,0.5285753310317316,0,3,0.9142431021625652,0.5723215284574519,0,4,0.9331344767586378,0.5782854109100676,0,6,0.9661943823017648,0.6150366845319066,0,4,0.9055431270196371,0.5425931778096136,0,4,1.0014914243102162,0.6782093623638249,0,6,0.9199602286850609,0.5659462650702267,0,3,1.052199850857569,0.7973473599141008,0,7,0.9430773054934128,0.5874463067729013,0,3,0.9364082243075089,0.33272713665221604,0.0,3.6666666666666665
throughput_,0.9097688292319165,0.5553066818818337,0,3,0.9552572706935123,0.6155506582002401,0,5,0.9473030077056923,0.5981132770648838,0,4,1.0032314193388019,0.6772861705546729,0,4,0.9577429778772061,0.643758293528792,0,5,0.9217002237136466,0.5544305455629738,0,4,0.9791200596569725,0.6311659715106912,0,4,0.9214516529952772,0.5735723682741048,0,4,0.9512801391996023,0.5875491890457046,0,5,0.9652000994282873,0.6313396548618534,0,5,0.9498307040342739,0.34600639367588665,0.0,4.0
delay_prq_,0.9405915983097192,0.5734905797406127,0,3,0.9821029082774049,0.6169154211448588,0,4,1.1304996271439225,0.9118927610717379,0,9,0.9967685806611981,0.6787529867291072,0,6,0.9537658463832961,0.6222703589748594,0,5,0.9097688292319165,0.5789799851679319,0,3,1.0375341784737757,0.7435003192846289,0,7,0.9214516529952772,0.5965212267220771,0,5,0.9468058662689535,0.6071463309416615,0,4,0.9552572706935123,0.63071283831623,0,5,0.9785440674903063,0.36611375882389485,0.0,4.0
delay_pwtl_,0.9701715137956749,0.6630888836663152,0,5,0.916728809346259,0.5528067147129049,0,3,0.9249316430524485,0.5705627562564103,0,4,0.9629629629629629,0.6404020138195985,0,5,0.9468058662689535,0.5773394574900688,0,4,0.9970171513795675,0.6592425557742371,0,4,0.9622172508078548,0.6280088236454385,0,4,0.9241859308973402,0.5619009233563727,0,4,0.956997265722098,0.5961838960705369,0,4,0.9368630375341784,0.6207827808083961,0,6,0.9520633901135102,0.35662580293733015,0.0,5.0
act_throughput_mqr_,0.9313944817300522,0.5705051276593426,0,3,0.9013174248073577,0.5248245705452121,0,3,0.9286602038279891,0.5504226210693394,0,4,0.9691772309221973,0.6730918988407307,0,6,0.9296544867014666,0.5661362455867053,0,4,0.9552572706935123,0.5865953118224028,0,3,0.9182202336564753,0.5654775921541794,0,4,0.9982600049714143,0.6579256728221119,0,5,0.9420830226199354,0.5766691649254745,0,4,0.9965200099428287,0.6607469967915632,0,4,0.9505456518992202,0.3453798805313256,0.0,3.0
