,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
adapt_veh_n_thp_-0.2,92.7379920696112,257.1462873268285,-0.99,1615.55,65.21678929397511,211.55608823575815,-0.99,1827.89,98.9907732129089,219.61328488835022,-0.99,1272.45,67.23903844035686,157.37123042601823,-0.99,892.27,79.15417226566802,210.60059997025695,-0.99,1068.2,74.3110690681669,211.12491992587738,-0.99,1816.285
adapt_veh_n_thp_-0.1,66.69118074677827,160.89374307954301,-0.99,769.02,65.54683665601938,178.08482731312063,-0.99,1258.18,83.28761207181408,201.23702662035524,-0.99,1057.33,81.23898336821236,188.3967451482213,-0.99,1053.87,96.20946469875537,263.12493241649224,-0.99,1426.58,67.78902847912924,186.58422357396464,-0.99,1425.03
adapt_veh_n_thp_0.0,101.87737966736425,284.8087121445158,-0.99,1724.71,78.17454895913647,170.75162310482273,-0.99,861.51,105.92369534089657,290.5327671093667,-0.99,1523.64,120.12404780262143,280.7450908990467,-0.99,1312.17,114.04386276021589,216.4938153114023,-0.99,1295.05,93.27828366261902,238.52043900320726,-0.99,1605.5300000000002
adapt_veh_n_thp_0.1,72.74173697543782,218.15988974121552,-0.99,1341.16,59.337452362594995,167.13169640045678,-0.99,981.45,97.21282409957045,268.98003606178776,-0.99,1521.18,75.22758343429894,193.9234406927829,-0.99,1020.45,89.8806289238903,263.389605793033,-0.99,1295.95,73.99536441400873,212.87315747890986,-0.99,1521.18
adapt_veh_n_thp_0.2,95.76756581121269,218.18028302314826,-0.99,1072.08,73.45244300033043,219.49022392796107,-0.99,1220.49,69.06655248375371,188.92104652231907,-0.99,1198.18,82.28381209384293,297.40726755690935,-0.99,1708.19,88.17598083489372,226.08169386848706,-0.99,1681.48,77.33683990648998,228.96638796451774,-0.99,1696.85
adapt_veh_n_thp_0.30000000000000004,96.54733230531997,237.92362876149286,-0.99,1579.26,122.18556338803833,238.60920928374466,-0.99,1166.89,87.54595550170724,211.68820477151823,-0.99,1190.6,109.34775085361824,324.8321078550729,-0.99,1468.12,44.672015640489036,130.19911992175017,-0.99,734.02,83.09879178079387,223.05012896918728,-0.99,1578.48
adapt_veh_n_thp_0.4,194.95255314461946,388.3872224108527,-0.99,1414.71,74.66122150016521,176.94119310169998,-0.99,1186.5,91.15053750413041,214.63629740681566,-0.99,1079.6,100.59122480449389,230.60765069237033,-0.99,1209.7,85.0635235158057,200.12339187819467,-0.99,1061.28,93.2161576459007,221.3339417460742,-0.99,1372.11
adapt_veh_n_thp_0.5,80.43795902632448,180.16166301512564,-0.99,995.35,76.65731137790506,186.30949913089893,-0.99,919.01,100.79879171714947,225.2959653395409,-0.99,1336.81,99.22108492124684,261.9146791137223,-0.99,1260.19,70.58968278444762,235.31271379759866,-0.99,1286.52,74.99787619546419,198.69513412122447,-0.99,1335.705
