step,tl_id,start_at_step,cycle_time
315,0,-1,320
563,0,319,248
751,0,567,188
1158,0,755,407
1442,0,1162,284
1702,0,1446,260
1983,0,1706,281
2336,0,1987,353
2443,0,2340,107
2715,0,2447,272
2993,0,2719,278
3247,0,2997,254
3558,0,3251,311
3770,0,3562,212
4195,0,3774,425
4497,0,4199,302
4730,0,4501,233
5035,0,4734,305
5424,0,5039,389
5579,0,5428,155
5857,0,5583,278
6018,0,5861,161
6284,0,6022,266
6478,0,6288,194
6840,0,6482,362
7070,0,6844,230
7282,0,7074,212
7440,0,7286,158
7688,0,7444,248
7876,0,7692,188
8052,0,7880,176
8255,0,8056,203
8608,0,8259,353
8841,0,8612,233
9125,0,8845,284
9451,0,9129,326
9747,0,9455,296
10055,0,9751,308
10366,0,10059,311
10743,0,10370,377
11024,0,10747,281
11278,0,11028,254
11547,0,11282,269
11855,0,11551,308
12190,0,11859,335
12564,0,12194,374
12827,0,12568,263
13168,0,12831,341
13503,0,13172,335
13808,0,13507,305
14080,0,13812,272
14265,0,14084,185
14546,0,14269,281
14941,0,14550,395
15303,0,14945,362
15461,0,15307,158
15646,0,15465,185
15909,0,15650,263
16067,0,15913,158
16315,0,16071,248
16572,0,16319,257
16802,0,16576,230
17113,0,16806,311
17316,0,17117,203
17669,0,17320,353
17836,0,17673,167
18159,0,17840,323
18539,0,18163,380
18811,0,18543,272
19128,0,18815,317
19334,0,19132,206
19639,0,19338,305
19809,0,19643,170
20012,0,19813,203
20251,0,20016,239
20463,0,20255,212
20708,0,20467,245
21043,0,20712,335
21294,0,21047,251
21530,0,21298,236
21808,0,21534,278
22041,0,21812,233
22220,0,22045,179
22519,0,22224,299
22731,0,22523,212
23030,0,22735,299
23389,0,23034,359
23661,0,23393,272
24014,0,23665,353
24172,0,24018,158
24549,0,24176,377
24887,0,24553,338
25015,0,24891,128
25239,0,25019,224
25445,0,25243,206
25639,0,25449,194
25863,0,25643,224
26213,0,25867,350
26542,0,26217,329
26763,0,26546,221
27182,0,26767,419
27334,0,27186,152
27633,0,27338,299
27854,0,27637,221
28033,0,27858,179
28350,0,28037,317
28583,0,28354,233
28738,0,28587,155
29175,0,28742,437
29516,0,29179,341
29866,0,29520,350
