step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
40.00,1,-0.19,39.00,615.10,0.00,0,5.09
47.00,0,0.00,47.00,617.75,2.00,1,15.40
49.00,5,-0.95,44.00,615.10,0.00,0,5.00
55.00,9,-0.71,45.00,596.93,0.00,0,7.78
64.00,17,-0.23,44.00,617.75,0.00,0,8.79
66.00,18,1.58,43.00,617.75,0.00,0,7.43
71.00,27,-0.13,39.00,615.10,0.00,0,4.70
74.00,28,1.68,39.00,596.93,0.00,0,10.60
80.00,32,2.92,39.00,615.10,0.00,0,7.10
82.00,4,-0.76,78.00,617.75,35.00,1,45.88
84.00,23,-0.37,57.00,615.10,9.00,1,21.02
85.00,13,-0.47,70.00,617.75,25.00,1,39.97
86.00,26,-0.94,56.00,596.93,8.00,1,20.82
87.00,30,-0.70,52.00,596.93,5.00,1,25.46
88.00,39,0.59,41.00,615.10,0.00,0,5.04
89.00,20,-0.80,66.00,617.75,17.00,1,33.39
89.00,31,1.11,51.00,596.93,3.00,1,22.95
91.00,37,-0.03,47.00,617.75,0.00,0,18.41
93.00,40,2.40,43.00,617.75,0.00,0,11.22
93.00,43,1.83,40.00,596.93,0.00,0,8.88
96.00,44,3.64,40.00,596.93,0.00,0,9.14
100.00,53,0.93,36.00,615.10,0.00,0,6.48
103.00,52,-0.88,42.00,617.75,0.00,0,8.97
105.00,54,2.74,38.00,615.10,0.00,0,5.98
111.00,55,4.55,41.00,596.93,0.00,0,9.02
111.00,60,4.60,35.00,615.10,0.00,0,5.76
112.00,57,5.17,39.00,617.75,0.00,0,9.23
115.00,62,5.22,36.00,615.10,0.00,0,4.78
123.00,63,7.03,41.00,596.93,0.00,0,9.08
125.00,68,7.08,37.00,615.10,0.00,0,5.61
129.00,66,6.46,44.00,596.93,0.00,0,8.58
131.00,73,4.13,40.00,617.75,0.00,0,8.01
136.00,77,2.37,42.00,617.75,0.00,0,7.97
136.00,79,2.99,39.00,596.93,0.00,0,9.46
137.00,80,4.80,37.00,615.10,0.00,0,5.58
141.00,81,6.61,38.00,615.10,0.00,0,5.81
143.00,88,1.28,37.00,615.10,0.00,0,5.16
146.00,90,1.90,37.00,615.10,0.00,0,5.65
155.00,98,-0.62,39.00,617.75,0.00,0,8.76
174.00,113,-0.47,40.00,617.75,0.00,0,7.26
181.00,115,0.15,44.00,617.75,0.00,0,7.75
194.00,3,1.43,189.00,615.10,145.00,1,159.49
195.00,2,-0.38,193.00,615.10,148.00,1,161.57
195.00,10,0.10,183.00,596.93,140.00,1,153.72
197.00,8,-0.52,188.00,617.75,139.00,1,152.58
198.00,14,1.34,180.00,615.10,130.00,1,147.29
199.00,12,0.72,184.00,617.75,135.00,1,152.33
199.00,34,-0.46,159.00,615.10,110.00,1,127.04
201.00,15,3.15,180.00,596.93,132.00,1,145.74
202.00,41,-0.79,154.00,615.10,102.00,1,120.82
203.00,25,-0.75,174.00,615.10,123.00,1,137.19
203.00,61,-0.59,131.00,596.93,83.00,1,102.46
204.00,59,-0.21,134.00,615.10,82.00,1,101.28
204.00,95,-0.05,91.00,596.93,41.00,1,60.66
205.00,29,-0.51,171.00,617.75,118.00,1,135.46
205.00,42,1.02,154.00,615.10,105.00,1,124.31
206.00,99,1.19,87.00,596.93,39.00,1,58.08
206.00,116,-0.04,68.00,615.10,17.00,1,40.82
208.00,129,0.49,54.00,615.10,0.00,0,21.79
209.00,103,-0.57,87.00,596.93,37.00,1,54.20
211.00,50,-0.50,152.00,617.75,96.00,1,113.56
211.00,108,1.48,81.00,596.93,31.00,1,50.81
213.00,69,-0.11,131.00,617.75,76.00,1,98.26
214.00,70,1.70,129.00,617.75,75.00,1,96.60
214.00,122,-0.18,69.00,596.93,17.00,1,37.61
216.00,74,-0.06,128.00,617.75,73.00,1,93.65
216.00,125,-0.75,68.00,596.93,16.00,1,39.29
218.00,76,0.56,127.00,617.75,71.00,1,94.59
219.00,126,1.06,68.00,596.93,13.00,1,36.95
