step,tl_id,start_at_step,cycle_time
246,0,-1,251
560,0,250,314
829,0,564,269
1056,0,833,227
1349,0,1060,293
1609,0,1353,260
1818,0,1613,209
2150,0,1822,332
2461,0,2154,311
2679,0,2465,218
2792,0,2683,113
3052,0,2796,260
3297,0,3056,245
3551,0,3301,254
3820,0,3555,269
4092,0,3824,272
4352,0,4096,260
4543,0,4356,191
4800,0,4547,257
5123,0,4804,323
5356,0,5127,233
5622,0,5360,266
5807,0,5626,185
6082,0,5811,275
6177,0,6086,95
6464,0,6181,287
6610,0,6468,146
6828,0,6614,218
7175,0,6832,347
7345,0,7179,170
