step,tl_id,start_at_step,cycle_time
231,0,-1,236
332,0,235,101
616,0,336,284
1023,0,620,407
1343,0,1027,320
1606,0,1347,263
1902,0,1610,296
2045,0,1906,143
2203,0,2049,158
2451,0,2207,248
2813,0,2455,362
3019,0,2817,206
3261,0,3023,242
3479,0,3265,218
3766,0,3483,287
3948,0,3770,182
4292,0,3952,344
4618,0,4296,326
4755,0,4622,137
4964,0,4759,209
5170,0,4968,206
5373,0,5174,203
5600,0,5377,227
5899,0,5604,299
6141,0,5903,242
6410,0,6145,269
6697,0,6414,287
7023,0,6701,326
7304,0,7027,281
7579,0,7308,275
