step,tl_id,start_at_step,cycle_time
144,0,-1,149
288,0,148,144
432,0,292,144
576,0,436,144
720,0,580,144
864,0,724,144
1008,0,868,144
1152,0,1012,144
1296,0,1156,144
1440,0,1300,144
1584,0,1444,144
1728,0,1588,144
1872,0,1732,144
2016,0,1876,144
2160,0,2020,144
2304,0,2164,144
2448,0,2308,144
2592,0,2452,144
2736,0,2596,144
2880,0,2740,144
3024,0,2884,144
3168,0,3028,144
3312,0,3172,144
3456,0,3316,144
3600,0,3460,144
3744,0,3604,144
3888,0,3748,144
4032,0,3892,144
4176,0,4036,144
4320,0,4180,144
4464,0,4324,144
4608,0,4468,144
4752,0,4612,144
4896,0,4756,144
5040,0,4900,144
5184,0,5044,144
5328,0,5188,144
5472,0,5332,144
5616,0,5476,144
5760,0,5620,144
5904,0,5764,144
6048,0,5908,144
6192,0,6052,144
6336,0,6196,144
6480,0,6340,144
6624,0,6484,144
6768,0,6628,144
6912,0,6772,144
7056,0,6916,144
7200,0,7060,144
7344,0,7204,144
7488,0,7348,144
7632,0,7492,144
7776,0,7636,144
7920,0,7780,144
8064,0,7924,144
8208,0,8068,144
8352,0,8212,144
8496,0,8356,144
8640,0,8500,144
8784,0,8644,144
8928,0,8788,144
9072,0,8932,144
9216,0,9076,144
9360,0,9220,144
9504,0,9364,144
9648,0,9508,144
9792,0,9652,144
9936,0,9796,144
10080,0,9940,144
10224,0,10084,144
10368,0,10228,144
10512,0,10372,144
10656,0,10516,144
10800,0,10660,144
10944,0,10804,144
11088,0,10948,144
11232,0,11092,144
11376,0,11236,144
11520,0,11380,144
11664,0,11524,144
11808,0,11668,144
11952,0,11812,144
12096,0,11956,144
12240,0,12100,144
12384,0,12244,144
12528,0,12388,144
12672,0,12532,144
12816,0,12676,144
12960,0,12820,144
13104,0,12964,144
13248,0,13108,144
13392,0,13252,144
13536,0,13396,144
13680,0,13540,144
13824,0,13684,144
13968,0,13828,144
14112,0,13972,144
14256,0,14116,144
14400,0,14260,144
14544,0,14404,144
14688,0,14548,144
14832,0,14692,144
14976,0,14836,144
15120,0,14980,144
15264,0,15124,144
15408,0,15268,144
15552,0,15412,144
15696,0,15556,144
15840,0,15700,144
15984,0,15844,144
16128,0,15988,144
16272,0,16132,144
16416,0,16276,144
16560,0,16420,144
16704,0,16564,144
16848,0,16708,144
16992,0,16852,144
17136,0,16996,144
17280,0,17140,144
17424,0,17284,144
17568,0,17428,144
17712,0,17572,144
17856,0,17716,144
18000,0,17860,144
18144,0,18004,144
18288,0,18148,144
18432,0,18292,144
18576,0,18436,144
18720,0,18580,144
18864,0,18724,144
19008,0,18868,144
19152,0,19012,144
19296,0,19156,144
19440,0,19300,144
19584,0,19444,144
19728,0,19588,144
19872,0,19732,144
20016,0,19876,144
20160,0,20020,144
20304,0,20164,144
20448,0,20308,144
20592,0,20452,144
20736,0,20596,144
20880,0,20740,144
21024,0,20884,144
21168,0,21028,144
21312,0,21172,144
21456,0,21316,144
21600,0,21460,144
21744,0,21604,144
21888,0,21748,144
22032,0,21892,144
22176,0,22036,144
22320,0,22180,144
22464,0,22324,144
22608,0,22468,144
22752,0,22612,144
22896,0,22756,144
23040,0,22900,144
23184,0,23044,144
23328,0,23188,144
23472,0,23332,144
23616,0,23476,144
23760,0,23620,144
23904,0,23764,144
24048,0,23908,144
24192,0,24052,144
24336,0,24196,144
24480,0,24340,144
24624,0,24484,144
24768,0,24628,144
24912,0,24772,144
25056,0,24916,144
25200,0,25060,144
25344,0,25204,144
25488,0,25348,144
25632,0,25492,144
25776,0,25636,144
25920,0,25780,144
26064,0,25924,144
26208,0,26068,144
26352,0,26212,144
26496,0,26356,144
26640,0,26500,144
26784,0,26644,144
26928,0,26788,144
27072,0,26932,144
27216,0,27076,144
27360,0,27220,144
27504,0,27364,144
27648,0,27508,144
27792,0,27652,144
27936,0,27796,144
28080,0,27940,144
28224,0,28084,144
28368,0,28228,144
28512,0,28372,144
28656,0,28516,144
28800,0,28660,144
28944,0,28804,144
29088,0,28948,144
29232,0,29092,144
29376,0,29236,144
29520,0,29380,144
29664,0,29524,144
29808,0,29668,144
29952,0,29812,144
30096,0,29956,144
30240,0,30100,144
30384,0,30244,144
30528,0,30388,144
30672,0,30532,144
30816,0,30676,144
30960,0,30820,144
31104,0,30964,144
31248,0,31108,144
31392,0,31252,144
31536,0,31396,144
31680,0,31540,144
31824,0,31684,144
31968,0,31828,144
32112,0,31972,144
32256,0,32116,144
32400,0,32260,144
32544,0,32404,144
32688,0,32548,144
32832,0,32692,144
32976,0,32836,144
