step,tl_id,previous_state,current_state,action,reward
66,0,[0 0 2 2 1],[2 0 0 2 0],[ 0.  0.  2.  2.  1. 12.],0.9922339144953986
137,0,[2 0 0 2 0],[0 4 2 2 1],[ 2.  0.  0.  2.  0. 22.],0.9783659046657532
214,0,[0 4 2 2 1],[3 0 1 3 0],[ 0.  4.  2.  2.  1. 24.],0.9783659046657532
267,0,[3 0 1 3 0],[0 4 3 2 1],[ 3.  0.  1.  3.  0. 16.],0.981971587221461
323,0,[0 4 3 2 1],[3 0 1 5 0],[ 0.  4.  3.  2.  1. 17.],0.9855772697771689
388,0,[3 0 1 5 0],[0 6 2 4 1],[ 3.  0.  1.  5.  0. 20.],0.9689356579815944
474,0,[0 6 2 4 1],[2 0 2 1 0],[ 0.  6.  2.  4.  1. 27.],0.9927886348885844
506,0,[2 0 2 1 0],[0 1 3 2 1],[2. 0. 2. 1. 0. 9.],0.9927886348885844
553,0,[0 1 3 2 1],[3 0 3 3 0],[ 0.  1.  3.  2.  1. 14.],0.9855772697771689
627,0,[3 0 3 3 0],[0 3 3 2 1],[ 3.  0.  3.  3.  0. 23.],0.9783659046657532
671,0,[0 3 3 2 1],[3 0 1 4 0],[ 0.  3.  3.  2.  1. 13.],0.9855772697771689
715,0,[3 0 1 4 0],[0 4 3 2 1],[ 3.  0.  1.  4.  0. 13.],0.9805847862384964
732,0,[0 4 3 2 1],[2 1 1 3 0],[0. 4. 3. 2. 1. 4.],0.9891829523328766
812,0,[2 1 1 3 0],[0 6 3 1 1],[ 2.  1.  1.  3.  0. 25.],0.963943174442922
880,0,[0 6 3 1 1],[3 0 0 4 0],[ 0.  6.  3.  1.  1. 21.],0.9805847862384964
957,0,[3 0 0 4 0],[0 5 2 1 1],[ 3.  0.  0.  4.  0. 24.],0.9711545395543376
1031,0,[0 5 2 1 1],[3 0 2 4 0],[ 0.  5.  2.  1.  1. 23.],0.9844678289907972
1042,0,[3 0 2 4 0],[1 1 2 3 1],[3. 0. 2. 4. 0. 2.],0.9927886348885844
1095,0,[1 1 2 3 1],[3 0 2 3 0],[ 1.  1.  2.  3.  1. 16.],0.9805847862384964
1178,0,[3 0 2 3 0],[0 5 1 0 1],[ 3.  0.  2.  3.  0. 26.],0.9711545395543376
1264,0,[0 5 1 0 1],[6 0 1 3 0],[ 0.  5.  1.  0.  1. 27.],0.9711545395543376
1326,0,[6 0 1 3 0],[1 5 0 3 1],[ 6.  0.  1.  3.  0. 19.],0.9650526152292936
1394,0,[1 5 0 3 1],[4 0 1 3 0],[ 1.  5.  0.  3.  1. 21.],0.9855772697771689
1432,0,[4 0 1 3 0],[0 3 2 2 1],[ 4.  0.  1.  3.  0. 11.],0.981971587221461
1488,0,[0 3 2 2 1],[2 0 1 1 0],[ 0.  3.  2.  2.  1. 17.],0.9891829523328766
1562,0,[2 0 1 1 0],[0 3 2 0 1],[ 2.  0.  1.  1.  0. 23.],0.981971587221461
1624,0,[0 3 2 0 1],[4 0 1 1 0],[ 0.  3.  2.  0.  1. 19.],0.9783659046657532
1713,0,[4 0 1 1 0],[0 4 4 1 1],[ 4.  0.  1.  1.  0. 28.],0.9747602221100454
1757,0,[0 4 4 1 1],[5 0 0 2 0],[ 0.  4.  4.  1.  1. 13.],0.9767017434861958
1795,0,[5 0 0 2 0],[0 2 1 2 1],[ 5.  0.  0.  2.  0. 11.],0.9922339144953986
1860,0,[0 2 1 2 1],[5 0 2 2 0],[ 0.  2.  1.  2.  1. 20.],0.9728187007338951
1922,0,[5 0 2 2 0],[0 3 2 1 1],[ 5.  0.  2.  2.  0. 19.],0.9891829523328766
1978,0,[0 3 2 1 1],[3 0 1 3 0],[ 0.  3.  2.  1.  1. 17.],0.9844678289907972
