step,tl_id,start_at_step,cycle_time
258,0,-1,263
590,0,262,332
901,0,594,311
1167,0,905,266
1361,0,1171,194
1639,0,1365,278
1857,0,1643,218
2195,0,1861,338
2482,0,2199,287
2763,0,2486,281
2993,0,2767,230
3322,0,2997,329
3612,0,3326,290
3989,0,3616,377
4255,0,3993,266
4533,0,4259,278
4841,0,4537,308
5164,0,4845,323
5379,0,5168,215
5621,0,5383,242
5800,0,5625,179
6156,0,5804,356
6323,0,6160,167
6607,0,6327,284
7008,0,6611,401
7385,0,7012,377
7795,0,7389,410
7938,0,7799,143
8303,0,7942,365
8599,0,8307,296
8862,0,8603,263
9230,0,8866,368
9505,0,9234,275
9879,0,9509,374
10241,0,9883,362
10474,0,10245,233
10770,0,10478,296
10997,0,10774,227
11254,0,11001,257
11553,0,11258,299
11723,0,11557,170
11920,0,11727,197
12105,0,11924,185
12257,0,12109,152
12577,0,12261,320
12864,0,12581,287
13148,0,12868,284
13432,0,13152,284
13734,0,13436,302
13907,0,13738,173
14140,0,13911,233
14328,0,14144,188
14612,0,14332,284
14881,0,14616,269
15117,0,14885,236
15419,0,15121,302
15703,0,15423,284
15903,0,15707,200
16136,0,15907,233
16396,0,16140,260
16746,0,16400,350
16916,0,16750,170
17170,0,16920,254
17415,0,17174,245
17666,0,17419,251
17836,0,17670,170
18120,0,17840,284
18287,0,18124,167
18607,0,18291,320
18768,0,18611,161
18962,0,18772,194
19315,0,18966,353
19653,0,19319,338
20018,0,19657,365
20272,0,20022,254
20580,0,20276,308
20894,0,20584,314
21220,0,20898,326
21381,0,21224,161
21746,0,21385,365
21883,0,21750,137
22146,0,21887,263
22421,0,22150,275
22807,0,22425,386
23055,0,22811,248
23384,0,23059,329
23587,0,23388,203
23868,0,23591,281
24110,0,23872,242
24403,0,24114,293
24711,0,24407,308
24920,0,24715,209
25084,0,24924,164
25320,0,25088,236
25652,0,25324,332
25993,0,25656,341
26262,0,25997,269
26510,0,26266,248
26782,0,26514,272
26952,0,26786,170
27263,0,26956,311
27475,0,27267,212
27747,0,27479,272
27872,0,27751,125
28171,0,27876,299
28374,0,28175,203
28562,0,28378,188
28858,0,28566,296
29169,0,28862,311
29318,0,29173,149
29563,0,29322,245
29814,0,29567,251
30164,0,29818,350
30379,0,30168,215
30675,0,30383,296
31016,0,30679,341
31219,0,31020,203
31404,0,31223,185
31652,0,31408,248
31906,0,31656,254
32166,0,31910,260
32291,0,32170,125
32500,0,32295,209
