step,tl_id,start_at_step,cycle_time
267,0,-1,272
443,0,271,176
742,0,447,299
1005,0,746,263
1145,0,1009,140
1429,0,1149,284
1737,0,1433,308
2078,0,1741,341
2341,0,2082,263
2556,0,2345,215
2768,0,2560,212
3073,0,2772,305
3378,0,3077,305
3776,0,3382,398
4108,0,3780,332
4428,0,4112,320
4823,0,4432,395
5137,0,4827,314
5451,0,5141,314
5723,0,5455,272
6070,0,5727,347
6321,0,6074,251
6605,0,6325,284
6907,0,6609,302
7107,0,6911,200
7364,0,7111,257
7564,0,7368,200
7977,0,7568,413
8282,0,7981,305
8563,0,8286,281
8883,0,8567,320
9131,0,8887,248
9352,0,9135,221
9615,0,9356,263
9875,0,9619,260
9997,0,9879,122
10173,0,10001,176
10403,0,10177,230
10609,0,10407,206
10752,0,10613,143
11099,0,10756,347
11344,0,11103,245
11655,0,11348,311
11909,0,11659,254
12073,0,11913,164
12339,0,12077,266
12626,0,12343,287
12847,0,12630,221
13152,0,12851,305
13448,0,13156,296
13756,0,13452,308
13974,0,13760,218
14279,0,13978,305
14659,0,14283,380
14868,0,14663,209
15068,0,14872,200
15292,0,15072,224
15534,0,15296,242
15770,0,15538,236
16087,0,15774,317
16440,0,16091,353
16808,0,16444,368
17002,0,16812,194
17202,0,17006,200
17528,0,17206,326
17734,0,17532,206
18060,0,17738,326
18389,0,18064,329
18673,0,18393,284
18957,0,18677,284
19205,0,18961,248
19492,0,19209,287
19773,0,19496,281
20054,0,19777,281
20206,0,20058,152
20358,0,20210,152
20612,0,20362,254
20761,0,20616,149
20985,0,20765,224
21305,0,20989,320
21502,0,21309,197
21717,0,21506,215
21950,0,21721,233
22324,0,21954,374
22665,0,22328,341
22937,0,22669,272
23296,0,22941,359
23523,0,23300,227
23783,0,23527,260
23890,0,23787,107
24267,0,23894,377
24596,0,24271,329
24823,0,24600,227
25263,0,24827,440
25439,0,25267,176
25711,0,25443,272
25998,0,25715,287
26240,0,26002,242
26539,0,26244,299
26802,0,26543,263
27143,0,26806,341
27424,0,27147,281
27705,0,27428,281
27989,0,27709,284
28258,0,27993,269
28545,0,28262,287
28826,0,28549,281
29173,0,28830,347
29541,0,29177,368
29804,0,29545,263
29992,0,29808,188
30234,0,29996,242
30428,0,30238,194
30676,0,30432,248
30825,0,30680,149
31262,0,30829,437
31378,0,31266,116
31593,0,31382,215
31889,0,31597,296
32116,0,31893,227
32280,0,32120,164
32441,0,32284,161
32707,0,32445,266
