step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
38,0,25,1,13,12,0
109,0,42,2,67,66,0
198,0,113,3,85,78,0
215,0,202,0,13,0,4
316,0,219,1,97,85,0
339,0,320,2,19,3,0
356,0,343,3,13,1,0
370,0,360,0,10,0,2
462,0,374,1,88,78,0
485,0,466,2,19,12,0
502,0,489,3,13,4,0
597,0,506,0,91,80,0
608,0,601,1,7,0,1
712,0,612,2,100,91,0
756,0,716,3,40,27,0
770,0,760,0,10,1,0
805,0,774,1,31,19,0
864,0,809,2,55,51,0
893,0,868,3,25,21,0
931,0,897,0,34,19,0
942,0,935,1,7,0,1
1046,0,946,2,100,93,0
1168,0,1050,3,118,114,0
1272,0,1172,0,100,88,0
1364,0,1276,1,88,68,0
1465,0,1368,2,97,79,0
1494,0,1469,3,25,6,0
1508,0,1498,0,10,0,3
1600,0,1512,1,88,81,0
1617,0,1604,2,13,4,0
1739,0,1621,3,118,111,0
1750,0,1743,0,7,0,12
1776,0,1754,1,22,8,0
1850,0,1780,2,70,64,0
1966,0,1854,3,112,96,0
2079,0,1970,0,109,76,0
2186,0,2083,1,103,81,0
2260,0,2190,2,70,44,0
2289,0,2264,3,25,8,0
2303,0,2293,0,10,0,3
2395,0,2307,1,88,81,0
2451,0,2399,2,52,43,0
2480,0,2455,3,25,8,0
2584,0,2484,0,100,77,0
2682,0,2588,1,94,85,0
2753,0,2686,2,67,50,0
2815,0,2757,3,58,42,0
2901,0,2819,0,82,63,0
2954,0,2905,1,49,28,0
3010,0,2958,2,52,40,0
3021,0,3014,3,7,0,4
3095,0,3025,0,70,59,0
3190,0,3099,1,91,78,0
3261,0,3194,2,67,60,0
3302,0,3265,3,37,10,0
3394,0,3306,0,88,70,0
3507,0,3398,1,109,98,0
3560,0,3511,2,49,31,0
3571,0,3564,3,7,0,5
3606,0,3575,0,31,19,0
3620,0,3610,1,10,3,0
3706,0,3624,2,82,77,0
3777,0,3710,3,67,51,0
3848,0,3781,0,67,66,0
3865,0,3852,1,13,12,0
