step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
59,0,25,1,34,33,0
178,0,63,2,115,114,0
204,0,182,3,22,12,0
251,0,208,0,43,22,0
361,0,255,1,106,95,0
468,0,365,2,103,88,0
581,0,472,3,109,91,0
664,0,585,0,79,53,0
699,0,668,1,31,11,0
767,0,703,2,64,48,0
847,0,771,3,76,60,0
888,0,851,0,37,23,0
959,0,892,1,67,55,0
1027,0,963,2,64,49,0
1065,0,1031,3,34,22,0
1163,0,1069,0,94,82,0
1231,0,1167,1,64,51,0
1317,0,1235,2,82,68,0
1334,0,1321,3,13,0,2
1432,0,1338,0,94,80,0
1503,0,1436,1,67,45,0
1583,0,1507,2,76,62,0
1645,0,1587,3,58,40,0
1734,0,1649,0,85,63,0
1766,0,1738,1,28,8,0
1777,0,1770,2,7,0,0
1881,0,1781,3,100,96,0
2000,0,1885,0,115,111,0
2041,0,2004,1,37,18,0
2109,0,2045,2,64,46,0
2126,0,2113,3,13,0,2
2164,0,2130,0,34,20,0
2265,0,2168,1,97,82,0
2318,0,2269,2,49,37,0
2365,0,2322,3,43,29,0
2406,0,2369,0,37,20,0
2462,0,2410,1,52,46,0
2515,0,2466,2,49,38,0
2595,0,2519,3,76,63,0
2708,0,2599,0,109,95,0
2731,0,2712,1,19,0,1
2742,0,2735,2,7,0,4
2855,0,2746,3,109,108,0
2911,0,2859,0,52,38,0
2955,0,2915,1,40,25,0
3035,0,2959,2,76,57,0
3121,0,3039,3,82,67,0
3210,0,3125,0,85,73,0
3254,0,3214,1,40,17,0
3280,0,3258,2,22,10,0
3291,0,3284,3,7,0,2
3341,0,3295,0,46,39,0
3391,0,3345,1,46,41,0
3444,0,3395,2,49,41,0
3530,0,3448,3,82,66,0
3544,0,3534,0,10,1,0
3624,0,3548,1,76,60,0
3734,0,3628,2,106,96,0
3766,0,3738,3,28,19,0
3777,0,3770,0,7,0,0
