step,tl_id,start_at_step,cycle_time
228,0,-1,233
470,0,232,242
793,0,474,323
1173,0,797,380
1415,0,1177,242
1579,0,1419,164
1788,0,1583,209
2087,0,1792,299
2362,0,2091,275
2628,0,2366,266
2972,0,2632,344
3265,0,2976,293
3588,0,3269,323
3818,0,3592,230
3967,0,3822,149
4311,0,3971,344
4517,0,4315,206
4840,0,4521,323
5142,0,4844,302
5324,0,5146,182
5569,0,5328,245
5907,0,5573,338
6170,0,5911,263
6448,0,6174,278
6732,0,6452,284
7049,0,6736,317
7303,0,7053,254
7563,0,7307,260
7841,0,7567,278
8014,0,7845,173
8241,0,8018,227
8525,0,8245,284
8740,0,8529,215
8898,0,8744,158
9215,0,8902,317
9451,0,9219,236
9807,0,9455,356
10166,0,9811,359
10369,0,10170,203
10644,0,10373,275
10988,0,10648,344
11236,0,10992,248
11481,0,11240,245
11768,0,11485,287
11908,0,11772,140
12228,0,11912,320
12551,0,12232,323
12829,0,12555,278
12999,0,12833,170
13370,0,13003,371
13717,0,13374,347
13920,0,13721,203
14270,0,13924,350
14539,0,14274,269
14883,0,14543,344
15194,0,14887,311
15541,0,15198,347
15741,0,15545,200
16058,0,15745,317
16399,0,16062,341
16674,0,16403,275
16952,0,16678,278
17275,0,16956,323
17421,0,17279,146
17651,0,17425,230
17896,0,17655,245
18090,0,17900,194
18311,0,18094,221
18655,0,18315,344
18822,0,18659,167
18971,0,18826,149
19282,0,18975,311
19530,0,19286,248
19817,0,19534,287
20095,0,19821,278
20316,0,20099,221
20561,0,20320,245
20764,0,20565,203
21042,0,20768,278
21197,0,21046,155
