step,tl_id,start_at_step,cycle_time
204,0,-1,209
500,0,208,296
820,0,504,320
1014,0,824,194
1295,0,1018,281
1507,0,1299,212
1665,0,1511,158
1931,0,1669,266
2233,0,1935,302
2415,0,2237,182
2786,0,2419,371
2998,0,2790,212
3114,0,3002,116
3416,0,3118,302
3526,0,3420,110
3669,0,3530,143
3941,0,3673,272
4222,0,3945,281
4395,0,4226,173
4682,0,4399,287
4933,0,4686,251
5148,0,4937,215
5456,0,5152,308
5689,0,5460,233
6027,0,5693,338
6254,0,6031,227
6562,0,6258,308
6777,0,6566,215
6881,0,6781,104
7042,0,6885,161
7278,0,7046,236
