,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,94.7183936539415,90.79111635685032,0.0,569.0,88.57164105106594,83.19869450177487,0.0,428.0,80.96479920674268,76.24157675548518,0.0,418.0,98.09419930589985,87.1641687424679,0.0,423.0,84.58106098165592,77.21128697010631,0.0,326.0,86.6860371833028,71.64799194454184,0.0,569.0
veh_n_,86.38026772434308,76.83462236373323,0.0,365.0,80.78086266732771,76.39218184521827,0.0,319.0,84.70252850768468,76.54893754869258,0.0,341.0,84.2097174020823,78.13241167871121,0.0,387.0,90.23450669310857,80.85096787986028,0.0,387.0,81.75927732674991,65.89235086196992,0.0,387.0
delay_,90.00743678730788,82.8441322139704,0.0,465.0,91.85671789786812,85.80646710684098,0.0,452.0,83.87456618740704,76.20615856866404,0.0,323.0,90.90233019335648,82.22841227484639,0.0,442.0,86.50718889439761,78.59371032379646,0.0,351.0,84.43965037743345,69.33346146306499,0.0,446.0
throughput_,92.11601388200297,87.18696514528901,0.0,507.0,92.95884977689639,85.3973775680596,0.0,397.0,81.60089241447695,76.66020844432273,0.0,305.0,94.30391670798215,85.24255395918827,0.0,442.0,91.02478929102628,84.34269887453331,0.0,472.0,86.28676406126517,71.80787533406834,0.0,463.0
delay_prq_,79.52999504214179,74.05565674064118,0.0,394.0,83.9127416955875,78.7776867509485,0.0,477.0,91.28805156172534,86.44119492223972,0.0,508.0,82.23698562221121,74.30053702376674,0.0,417.0,85.40456122954883,81.34619421041282,0.0,416.0,80.47978690976291,67.87911145966382,0.0,472.0
delay_pwtl_,87.62419434804164,79.19144079567907,0.0,368.0,89.3728309370352,77.78845330654849,0.0,378.0,88.01239464551314,81.03267238047845,0.0,438.0,84.6564204263758,77.78726490261438,0.0,366.0,79.84928111056024,76.53777396800217,0.0,392.0,82.72002354752959,66.85842753373149,0.0,392.0
act_throughput_mqr_,78.22954883490333,76.89336539849371,0.0,425.0,80.55825483391175,74.5006105661602,0.0,360.0,83.5493306891423,77.07387761050344,0.0,389.0,82.61824491819534,76.84318463013294,0.0,333.0,95.466038671294,86.36865522274047,0.0,453.0,80.11801388491267,66.33430213458996,0.0,444.0
