step,vehicle_id,departDelay,duration,routeLength,waitingTime,waitingCount,timeLoss
48.00,2,-0.14,41.00,596.93,0.00,0,9.18
57.00,6,-0.42,36.00,615.10,0.00,0,5.27
64.00,5,-0.85,47.00,617.75,0.00,0,6.72
66.00,7,-0.99,42.00,615.10,0.00,0,5.58
67.00,8,-0.56,39.00,615.10,0.00,0,5.05
80.00,11,-0.27,41.00,617.75,0.00,0,8.14
91.00,14,-0.98,42.00,617.75,0.00,0,8.44
101.00,19,-0.83,34.00,615.10,0.00,0,6.37
102.00,16,-0.12,45.00,617.75,0.00,0,7.54
108.00,18,-0.26,44.00,617.75,0.00,0,8.33
120.00,22,-0.54,42.00,617.75,0.00,0,8.03
135.00,27,-0.39,39.00,615.10,0.00,0,5.01
144.00,0,0.00,144.00,596.93,101.00,1,113.64
144.00,12,-0.84,102.00,615.10,58.00,1,71.78
147.00,15,-0.55,94.00,615.10,45.00,1,59.12
148.00,17,-0.69,88.00,596.93,41.00,1,54.07
150.00,24,-0.68,65.00,615.10,14.00,1,25.73
150.00,31,-0.67,40.00,596.93,0.00,0,11.66
152.00,32,-0.24,38.00,615.10,0.00,0,5.93
165.00,1,-0.57,162.00,596.93,115.00,1,128.45
167.00,13,-0.41,121.00,596.93,76.00,1,92.20
168.00,9,-0.13,136.00,617.75,85.00,1,97.70
170.00,21,-0.97,96.00,596.93,50.00,1,63.87
171.00,25,-0.25,82.00,617.75,31.00,1,44.13
175.00,23,-0.11,93.00,596.93,40.00,1,57.02
177.00,26,-0.82,85.00,596.93,31.00,1,49.61
187.00,41,-0.37,41.00,596.93,0.00,0,8.33
196.00,45,-0.65,36.00,615.10,0.00,0,6.45
241.00,57,-0.49,38.00,596.93,0.00,0,9.79
252.00,59,-0.63,42.00,596.93,0.00,0,8.84
264.00,63,-0.91,40.00,617.75,0.00,0,6.87
268.00,3,-0.71,258.00,615.10,214.00,1,228.48
269.00,4,-0.28,255.00,617.75,210.00,1,222.90
269.00,20,-0.40,198.00,615.10,153.00,1,166.36
270.00,28,-0.96,171.00,596.93,127.00,1,142.34
271.00,33,-0.81,154.00,596.93,112.00,1,127.13
272.00,10,-0.70,237.00,617.75,192.00,1,206.67
272.00,29,-0.53,169.00,615.10,119.00,1,134.68
274.00,44,-0.08,117.00,615.10,70.00,1,85.81
275.00,42,-0.94,126.00,596.93,80.00,1,96.17
275.00,56,-0.92,76.00,615.10,24.00,1,39.88
276.00,58,-0.06,69.00,615.10,17.00,1,37.67
280.00,47,-0.79,113.00,617.75,59.00,1,75.67
283.00,50,-0.50,105.00,617.75,51.00,1,66.46
285.00,68,-0.76,43.00,617.75,0.00,0,10.75
301.00,73,-0.61,41.00,617.75,0.00,0,9.40
308.00,75,-0.75,41.00,596.93,0.00,0,8.98
315.00,78,-0.46,37.00,615.10,0.00,0,4.87
321.00,79,-0.03,39.00,596.93,0.00,0,9.75
335.00,30,-0.10,228.00,596.93,185.00,1,200.68
336.00,38,-0.66,201.00,617.75,157.00,1,171.13
337.00,46,-0.22,173.00,615.10,126.00,1,140.59
339.00,36,-0.52,211.00,596.93,165.00,1,177.99
340.00,48,-0.36,169.00,615.10,122.00,1,132.89
341.00,37,-0.09,209.00,596.93,162.00,1,181.68
341.00,49,-0.93,167.00,615.10,116.00,1,129.68
341.00,53,-0.21,152.00,617.75,106.00,1,122.04
342.00,77,-0.89,68.00,615.10,18.00,1,35.44
344.00,40,-0.80,202.00,596.93,154.00,1,171.05
346.00,54,-0.78,154.00,617.75,105.00,1,120.68
347.00,43,-0.51,194.00,596.93,144.00,1,162.76
348.00,74,-0.18,84.00,617.75,32.00,1,49.33
349.00,62,-0.34,128.00,596.93,78.00,1,96.13
352.00,70,-0.90,103.00,596.93,51.00,1,71.27
