step,tl_id,start_at_step,cycle_time
147,0,-1,152
530,0,151,383
832,0,534,302
978,0,836,146
1070,0,982,92
1267,0,1074,197
1428,0,1271,161
1697,0,1432,269
2137,0,1701,440
2328,0,2141,191
2546,0,2332,218
2905,0,2550,359
3180,0,2909,275
3317,0,3184,137
3592,0,3321,275
3876,0,3596,284
4028,0,3880,152
4144,0,4032,116
4404,0,4148,260
4619,0,4408,215
4939,0,4623,320
5145,0,4943,206
5237,0,5149,92
5521,0,5241,284
5802,0,5525,281
5933,0,5806,131
6130,0,5937,197
6411,0,6134,281
6734,0,6415,323
6892,0,6738,158
7062,0,6896,170
7406,0,7066,344
