step,tl_id,start_at_step,cycle_time
270,0,-1,275
431,0,274,161
682,0,435,251
858,0,686,176
1064,0,862,206
1315,0,1068,251
1569,0,1319,254
1847,0,1573,278
2113,0,1851,266
2328,0,2117,215
2627,0,2332,299
2818,0,2631,191
2994,0,2822,176
3179,0,2998,185
3514,0,3183,335
3705,0,3518,191
3917,0,3709,212
4225,0,3921,308
4539,0,4229,314
4859,0,4543,320
5101,0,4863,242
5451,0,5105,350
5627,0,5455,176
5881,0,5631,254
6033,0,5885,152
6317,0,6037,284
6541,0,6321,224
6792,0,6545,251
6980,0,6796,188
7264,0,6984,284
