step,veh_id,ttime
47,1_0,47
82,1_5,47
87,1_4,59
95,1_7,45
96,1_8,39
163,1_6,121
166,1_14,66
168,1_9,104
169,1_16,55
170,1_18,42
171,1_19,36
199,1_3,178
199,1_12,114
201,1_1,194
202,1_2,188
202,1_13,110
202,1_21,52
207,1_15,100
209,1_20,67
247,1_29,40
286,1_10,215
286,1_11,208
289,1_17,168
290,1_24,119
291,1_22,134
291,1_25,113
292,1_35,42
293,1_32,65
350,1_44,36
377,1_31,156
378,1_27,186
380,1_30,166
384,1_48,42
394,1_45,73
395,1_28,195
396,1_23,232
398,1_26,213
399,1_34,157
400,1_33,165
402,1_43,95
403,1_36,146
404,1_38,133
406,1_42,106
409,1_46,81
421,1_40,136
423,1_39,145
424,1_37,160
424,1_41,132
425,1_47,90
425,1_51,61
426,1_52,55
450,1_58,36
464,1_53,86
464,1_57,57
466,1_55,74
474,1_61,39
483,1_62,41
516,1_54,131
517,1_50,160
518,1_49,168
518,1_59,97
520,1_56,120
521,1_65,57
546,1_71,39
561,1_73,40
570,1_74,42
597,1_78,40
603,1_79,39
613,1_80,42
629,1_63,179
629,1_64,172
631,1_72,117
634,1_67,156
635,1_82,50
651,1_86,37
704,1_92,47
727,1_60,299
729,1_76,187
729,1_77,179
731,1_85,124
732,1_90,90
734,1_91,84
735,1_95,57
735,1_98,35
749,1_68,264
749,1_69,257
750,1_66,279
751,1_70,251
751,1_75,216
752,1_84,152
753,1_94,82
755,1_81,177
758,1_88,130
841,1_89,206
842,1_83,250
842,1_87,221
842,1_100,128
844,1_93,180
845,1_101,124
846,1_96,161
846,1_103,111
848,1_105,98
851,1_107,87
858,1_99,151
858,1_109,80
859,1_97,167
862,1_110,77
862,1_111,70
862,1_113,55
863,1_116,35
876,1_117,41
903,1_121,39
918,1_123,40
924,1_124,39
946,1_106,189
947,1_102,219
948,1_112,148
948,1_114,134
949,1_118,107
950,1_104,208
952,1_115,131
954,1_119,104
955,1_125,63
963,1_127,56
996,1_134,39
1006,1_122,135
1006,1_126,106
1007,1_129,86
1008,1_130,80
1039,1_140,39
1044,1_141,37
1111,1_108,340
1112,1_128,198
1114,1_145,79
1115,1_120,258
1116,1_132,174
1116,1_139,124
1117,1_133,167
1118,1_143,97
1119,1_146,77
1120,1_138,135
1120,1_150,49
1135,1_131,200
1138,1_142,124
1138,1_148,81
1140,1_149,76
1140,1_153,48
1141,1_155,34
1151,1_135,187
1153,1_136,182
1153,1_147,103
1157,1_137,179
1162,1_156,48
1165,1_144,137
1169,1_159,34
1198,1_162,41
1211,1_164,40
1242,1_151,164
1242,1_152,157
1242,1_154,142
1243,1_163,79
1246,1_157,125
1246,1_160,104
1247,1_166,62
1249,1_161,99
1251,1_167,59
1251,1_169,44
1253,1_170,39
1263,1_171,42
1272,1_172,44
1294,1_175,44
1338,1_173,103
1339,1_180,54
1341,1_182,41
1342,1_174,100
1368,1_186,40
1378,1_158,250
1378,1_168,178
1380,1_165,202
1380,1_183,73
1381,1_185,60
1479,1_176,222
1479,1_178,208
1479,1_179,201
1480,1_177,216
1483,1_181,191
1483,1_197,76
1485,1_196,85
1486,1_195,94
1497,1_191,133
1497,1_192,126
1498,1_184,184
1499,1_189,149
1503,1_190,146
1504,1_199,83
1504,1_202,62
1505,1_200,77
1507,1_205,43
1508,1_206,37
1526,1_208,41
1534,1_210,34
1563,1_193,185
1565,1_187,230
1565,1_188,223
1566,1_194,181
1567,1_198,153
1567,1_204,110
1570,1_209,78
1572,1_211,65
1584,1_216,42
1590,1_217,40
1625,1_203,175
1627,1_207,149
1628,1_201,193
1628,1_212,114
1629,1_218,72
1632,1_214,104
1647,1_226,33
1677,1_229,42
1712,1_234,41
1720,1_213,199
1721,1_221,143
1724,1_224,124
1728,1_232,71
1757,1_215,222
1760,1_219,196
1760,1_220,189
1761,1_223,169
1762,1_228,134
1764,1_227,143
1765,1_222,180
1766,1_230,124
1767,1_235,89
1768,1_236,83
1770,1_238,70
1772,1_237,80
1805,1_248,34
1838,1_252,38
1880,1_231,230
1881,1_225,274
1882,1_233,218
1882,1_240,168
1883,1_241,162
1885,1_244,143
1888,1_246,131
1892,1_250,107
1910,1_262,39
1924,1_264,39
1958,1_269,37
1970,1_265,78
1971,1_239,264
1972,1_267,65
1973,1_243,238
1976,1_268,62
2003,1_274,46
2034,1_279,42
2040,1_249,262
2041,1_247,277
2042,1_242,314
2043,1_251,251
2044,1_245,294
2046,1_256,218
2046,1_272,104
2047,1_253,240
2047,1_258,205
2048,1_260,191
2049,1_270,121
2051,1_254,237
2052,1_257,217
2054,1_259,204
2054,1_263,176
2058,1_255,237
2099,1_261,235
2101,1_266,201
2102,1_271,167
2102,1_275,138
2103,1_273,153
2104,1_289,40
2106,1_282,92
2112,1_277,134
2112,1_278,127
2113,1_285,78
2114,1_276,143
2115,1_283,94
2116,1_287,66
2117,1_290,46
2119,1_284,91
2124,1_292,39
2150,1_295,43
2157,1_281,150
2159,1_280,159
2159,1_297,38
2161,1_286,119
2172,1_299,37
2216,1_305,38
2221,1_306,36
2257,1_311,36
2258,1_293,166
2258,1_296,144
2302,1_317,38
2326,1_288,269
2326,1_294,226
2327,1_291,249
2328,1_300,186
2328,1_303,164
2330,1_301,180
2331,1_304,160
2331,1_307,139
2333,1_302,176
2333,1_316,76
2334,1_308,134
2334,1_309,127
2340,1_298,212
2341,1_313,106
2341,1_320,56
2342,1_312,114
2343,1_310,129
2348,1_322,48
2353,1_323,46
2356,1_314,114
2356,1_315,106
2359,1_319,81
2391,1_327,56
2422,1_333,44
2426,1_318,155
2429,1_321,137
2429,1_324,115
2430,1_325,109
2430,1_330,73
2431,1_329,81
2434,1_326,106
2436,1_334,51
2456,1_338,42
2506,1_346,35
2523,1_347,45
2533,1_349,41
2541,1_328,199
2541,1_332,170
2543,1_335,151
2544,1_342,102
2544,1_344,87
2544,1_345,80
2544,1_348,59
2567,1_354,39
2610,1_359,46
2616,1_339,195
2618,1_358,61
2619,1_331,255
2623,1_343,173
2624,1_357,74
