step,tl_id,start_at_step,cycle_time
141,0,-1,146
452,0,145,311
586,0,456,134
708,0,590,122
971,0,712,263
1219,0,975,248
1566,0,1223,347
1883,0,1570,317
2203,0,1887,320
2436,0,2207,233
2747,0,2440,311
3001,0,2751,254
3240,0,3005,239
3602,0,3244,362
3997,0,3606,395
4227,0,4001,230
4565,0,4231,338
4765,0,4569,200
5073,0,4769,308
5396,0,5077,323
5539,0,5400,143
5958,0,5543,419
6215,0,5962,257
6469,0,6219,254
6831,0,6473,362
7142,0,6835,311
7390,0,7146,248
7710,0,7394,320
7835,0,7714,125
8104,0,7839,269
8283,0,8108,179
8543,0,8287,260
8860,0,8547,317
9183,0,8864,323
9407,0,9187,224
9745,0,9411,338
9969,0,9749,224
10301,0,9973,332
10468,0,10305,167
10704,0,10472,236
10862,0,10708,158
11041,0,10866,179
11361,0,11045,320
11615,0,11365,254
11836,0,11619,221
12225,0,11840,389
12494,0,12229,269
12754,0,12498,260
12900,0,12758,146
13172,0,12904,272
13432,0,13176,260
13653,0,13436,221
13763,0,13657,110
13981,0,13767,218
14181,0,13985,200
14450,0,14185,269
14719,0,14454,269
15003,0,14723,284
15314,0,15007,311
15613,0,15318,299
15753,0,15617,140
16139,0,15757,386
16414,0,16143,275
16716,0,16418,302
16928,0,16720,212
17122,0,16932,194
17334,0,17126,212
17528,0,17338,194
17860,0,17532,332
18099,0,17864,239
18428,0,18103,329
18685,0,18432,257
18966,0,18689,281
19193,0,18970,227
19378,0,19197,185
19656,0,19382,278
19958,0,19660,302
20230,0,19962,272
20664,0,20234,434
21023,0,20668,359
21355,0,21027,332
21627,0,21359,272
21890,0,21631,263
22024,0,21894,134
22299,0,22028,275
22448,0,22303,149
22633,0,22452,185
22902,0,22637,269
23186,0,22906,284
23410,0,23190,224
23586,0,23414,176
23885,0,23590,299
24199,0,23889,314
24447,0,24203,248
24635,0,24451,188
24916,0,24639,281
25209,0,24920,293
25457,0,25213,248
25699,0,25461,242
25935,0,25703,236
26216,0,25939,281
26575,0,26220,359
26781,0,26579,206
26891,0,26785,110
27238,0,26895,347
27462,0,27242,224
27833,0,27466,371
28255,0,27837,422
28500,0,28259,245
28793,0,28504,293
29008,0,28797,215
29433,0,29012,425
29762,0,29437,329
29872,0,29766,110
30039,0,29876,167
30320,0,30043,281
30616,0,30324,296
30720,0,30620,104
30968,0,30724,248
31249,0,30972,281
31359,0,31253,110
31667,0,31363,308
31924,0,31671,257
32250,0,31928,326
32561,0,32254,311
