,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,14.386363636363637,24.791234515717928,0,117,11.133858267716535,19.362196109176995,0,84,15.844961240310077,24.785785244647755,0,108,13.847222222222221,25.381376203119046,0,114,14.385185185185184,23.46161844539696,0,117,13.861455108359133,23.506979014231092,0.0,117.0
veh_n_,16.47019867549669,25.34477143896939,0,114,14.595588235294118,25.026912529565593,0,105,13.198347107438016,21.11658899014025,0,101,15.765625,26.561023002011535,0,117,15.619834710743802,22.80469841880071,0,108,15.219188767550701,24.45713578060345,0.0,117.0
delay_,16.203007518796994,24.40713985158424,0,108,14.17741935483871,23.743222699971366,0,117,12.96031746031746,22.84255705253711,0,99,16.116788321167885,23.814561071349583,0,96,14.483333333333333,22.776216156529678,0,111,14.620550161812298,22.875810478435334,0.0,111.0
throughput_,11.237704918032787,18.82940081853202,0,85,12.386363636363637,21.817300974007377,0,98,14.336,21.940882447628336,0,97,18.5,26.602486870447052,0,105,14.085271317829458,20.797397301011586,0,105,13.972491909385113,21.845265198860016,0.0,105.0
delay_prq_,15.992307692307692,24.326110052620177,0,114,15.91304347826087,24.339184066169203,0,111,13.735483870967743,23.856736209905662,0,114,14.411347517730496,25.813360583228935,0,117,13.393700787401574,23.389441886266358,0,111,14.547543581616482,24.23795965837214,0.0,117.0
delay_pwtl_,12.938461538461539,22.096600407138943,0,99,16.131386861313867,21.527963182748323,0,117,10.936507936507937,19.959858128452126,0,105,13.007352941176471,22.190587368431494,0,114,12.11965811965812,20.640252935984595,0,117,13.05877616747182,21.35973014923656,0.0,117.0
act_throughput_mqr_,12.071942446043165,20.583390056051556,0,81,18.24793388429752,27.683111877019755,0,114,11.733870967741936,20.102222047207814,0,109,10.726027397260275,19.777563236098242,0,90,11.85820895522388,23.316763786163996,0,117,12.81839258114374,22.452440658642256,0.0,117.0
veh_n_pwtl_,15.69620253164557,27.608202616784386,0,117,17.386861313868614,24.413185978790978,0,117,13.278195488721805,23.65706806530224,0,114,13.73913043478261,21.481157372084052,0,111,15.580882352941176,25.48683179155938,0,117,15.142857142857142,24.66552729161021,0.0,117.0
throughput_pwtl_,13.186206896551724,25.417345949091253,0,114,14.45,23.290880359352435,0,105,14.222222222222221,23.74669393066782,0,114,12.63076923076923,23.192867943286032,0,117,16.496062992125985,25.614936743567274,0,114,14.021571648690292,23.83994333347696,0.0,117.0
