,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,171.74572963146588,130.87337831385574,4.54,691.37,171.673002809453,136.9468941834838,4.35,787.98,178.56614774417451,135.9209209851032,4.64,747.54,194.20184101801357,174.03744655320259,4.41,1152.68,168.8136969096017,129.52410826132942,4.53,708.31,166.33813584531484,125.28887098959216,4.54,687.23,174.42956205585855,138.15271217609094,4.43,891.15,181.86062303751444,151.87584811294053,4.46,1060.21,166.51426541067593,134.66074443701916,4.64,879.14,180.53814906627002,145.53643868394224,4.64,872.42,178.51572264924792,84.10595833091944,4.92,872.42
veh_n_,153.96730457775573,113.02739109953195,4.48,604.89,159.11676582383078,122.40566419779627,4.36,753.04,155.5748190381755,109.9084533599652,4.6,618.26,176.88468352338455,145.70976020529915,4.42,937.14,171.7740670963477,129.207121074006,4.41,899.84,155.88396132870602,120.98732502109395,4.5,682.76,202.02099818211866,171.46132473754986,4.44,998.92,167.33768137497935,126.51000576243571,4.55,701.49,168.5710477607007,131.304703523388,4.45,763.77,191.1174169558751,160.93153250220604,4.45,1116.51,172.06624996408496,72.19975329689191,4.635714285714285,753.04
delay_,162.9733052388035,118.6465037323754,4.23,621.22,157.9463080482565,112.16680275030907,4.49,618.89,167.69615931251033,133.83798059214067,4.34,868.87,181.09737894562883,160.39818042435203,4.49,974.39,193.37034870269378,154.74690965240404,4.52,857.67,158.36560072715253,114.54143604011084,4.44,615.81,183.0352090563543,147.7498443418573,4.37,972.14,163.0469740538754,136.33190913155184,4.33,948.63,166.5391654272021,121.9376349296866,4.53,717.55,185.7420112378119,167.37224722790677,4.47,1053.5,177.41597820046246,85.12377084302588,4.45,961.37
throughput_,143.83997355808955,102.65921832793089,4.64,598.92,174.61622541728642,137.48200606395736,4.55,845.18,163.18363080482564,131.19041937198347,4.31,797.37,174.24734754586018,141.0620248297855,4.29,929.98,197.28259461246074,173.83000095888525,4.42,1245.44,184.46025285076846,148.04688865887192,4.46,852.62,167.79591472483887,140.2994324964,4.44,1055.18,169.93392827631794,139.92296117100872,4.41,1003.38,202.26613452321928,189.42351944227673,4.49,1089.89,166.03201950090894,126.98905325303737,4.47,766.81,179.85398260339713,98.09575973717105,5.0,1018.14
delay_prq_,177.15269707486365,139.7825545643169,4.59,817.57,175.12536936043628,141.83318475423457,4.32,730.19,181.9387721037845,144.80153682325445,4.64,849.62,170.07857378945627,130.0016869885403,4.63,759.95,162.10467856552637,126.79748203084952,4.5,725.73,169.54162617749134,138.50617337317163,4.34,926.25,162.0355494959511,136.69161569894507,4.54,886.71,184.09182779705833,155.6759854346691,4.38,922.1,164.93937696248554,131.8731857478908,4.52,845.48,188.95909105932904,179.91836245345837,4.64,1223.56,184.4405148907784,107.24392503428574,4.636666666666667,1192.73
delay_pwtl_,167.06797719385224,138.2875763256529,4.39,1156.87,163.26779540571806,119.9724481661255,4.39,638.09,181.17779044785988,144.08482244417684,4.6,986.4,171.17505701536936,135.2611407781414,4.54,741.2,174.33036027102958,135.4946445109286,4.55,1031.25,168.57633614278635,140.2922598362517,4.36,808.31,157.54605850272682,119.63854603348992,4.58,683.51,176.28128573789456,148.77536564202035,4.35,1001.93,170.44203437448357,129.01068538258926,4.35,900.97,171.92467691290696,136.15798295735522,4.64,742.96,173.4564727625757,78.75217448272025,4.64,711.6600000000001
act_throughput_mqr_,164.04166418773755,137.53673096985636,4.62,755.01,177.07456784002645,153.38592567689997,4.49,1071.34,169.66913072219467,142.98005346237545,4.6,805.46,181.123052388035,151.41989939987465,4.46,990.21,171.80040984961164,135.0663831904985,4.56,741.01,147.6787076516278,110.74625615842018,4.6,695.58,179.2275623863824,161.03032284468046,4.52,957.59,207.58571475789125,187.7541585883971,4.6,1060.14,160.2460518922492,122.08513507403853,4.61,764.46,148.42902825979178,108.20082762510665,4.59,600.21,180.96945634412776,105.07037548826767,5.0,1055.47
