,exp1,,,,exp2,,,,exp3,,,,exp4,,,,exp5,,,,exp6,,,,exp7,,,,exp8,,,,exp9,,,,exp10,,,,aggregated,,,
prefix,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
ql_,209.83621755253398,155.5598219369176,0.0,957.0,233.9257107540173,188.5197750093052,0.0,1473.0,203.8239802224969,159.92865781354013,0.0,1087.0,205.94375772558715,151.43471257704672,0.0,831.0,212.47058096415327,173.6661963893972,0.0,1145.0,200.83856613102597,168.36094406845402,0.0,1126.0,192.77008652657602,136.7800618093138,0.0,782.0,204.64400494437578,159.48471572508822,0.0,944.0,210.75092707045735,152.94220873750197,0.0,859.0,202.8353522867738,155.3314286440276,0.0,1029.0,222.1982176137522,127.17283726459011,0.0,1449.0
veh_n_,217.31075401730533,171.44781109808662,0.0,1236.0,203.5938195302843,171.86033772197356,0.0,961.0,197.7708281829419,158.13177867933965,0.0,883.0,202.53065512978986,178.74472705664235,0.0,1321.0,205.48529048207664,168.73793405197304,0.0,1240.0,209.01965389369593,162.63554476100725,0.0,1055.0,194.4133498145859,166.2273835843825,0.0,1196.0,204.0948084054388,141.72697547379806,0.0,937.0,204.77824474660073,164.0224130434626,0.0,1285.0,193.66526576019777,141.19492769863513,0.0,876.0,214.36491757204436,100.23541647244379,0.0,958.0
delay_,217.88998763906056,172.92424332252668,0.0,1077.0,209.97849196538937,166.92061381479024,0.0,1012.0,211.30383189122372,179.70493775459408,0.0,1557.0,199.40111248454883,157.64377429347897,0.0,1349.0,200.10939431396787,182.56202193064996,0.0,1050.0,195.79011124845488,158.49405551452224,0.0,1149.0,202.60580964153274,153.18894058558394,0.0,931.0,202.68998763906058,159.81012828775928,0.0,850.0,201.0044499381953,159.44892343334493,0.0,890.0,199.08726823238567,153.68462295075386,0.0,946.0,213.30324777464236,100.24965502155447,0.0,1472.0
throughput_,213.05636588380716,178.34286449006188,0.0,1286.0,198.82175525339926,163.5216834345806,0.0,941.0,212.88121137206429,170.36601963370276,0.0,1027.0,211.92064276885043,166.64373788273426,0.0,1312.0,208.83016069221262,148.4466912930864,0.0,981.0,191.36922126081583,131.3347909472312,0.0,723.0,196.6245982694685,157.8578838630053,0.0,976.0,205.85426452410383,165.11567371467854,0.0,1035.0,221.28529048207665,166.4076105107473,0.0,1122.0,195.21372064276886,159.52745209194958,0.0,967.0,212.57263846598573,92.38328103218295,0.0,1201.0
delay_prq_,219.42768850432634,161.3078287805149,0.0,907.0,208.36452410383188,155.34512640405757,0.0,1035.0,192.94857849196538,165.2429876748984,0.0,1315.0,201.13312731767616,150.21063285272098,0.0,1035.0,200.3414091470952,153.23919000837873,0.0,927.0,204.83300370828184,171.9122807983274,0.0,1020.0,200.59802224969098,147.81604692008486,0.0,1215.0,217.97676143386897,180.98974385796419,0.0,1065.0,212.99134734239803,164.6099821098367,0.0,925.0,203.77008652657602,159.30938322878922,0.0,1055.0,211.64222319745954,88.06668510973675,0.0,1007.0
delay_pwtl_,196.13819530284303,163.57161073367402,0.0,1126.0,197.18603213844253,156.5718591145553,0.0,1153.0,210.97206427688505,165.91847024075585,0.0,1098.0,215.44042027194067,175.65355410486657,0.0,936.0,205.62175525339927,167.55897678823746,0.0,924.0,205.00321384425217,168.42309291419053,0.0,1126.0,204.53300370828183,161.41709256085946,0.0,1095.0,207.529913473424,154.01120017332494,0.0,854.0,206.3176761433869,168.09910803284453,0.0,953.0,202.76823238566132,154.1637118380486,0.0,1162.0,216.6641798995299,102.88985331313687,0.0,1003.0
act_throughput_mqr_,209.08875154511742,165.0984400403125,0.0,1209.0,197.20494437577256,140.29961238025328,0.0,745.0,213.93485784919653,175.60140155399486,0.0,1144.0,198.21038318912238,167.04028972488194,0.0,1036.0,202.9496909765142,144.81959590186614,0.0,969.0,203.7778739184178,152.02060563277368,0.0,974.0,200.61656365883806,156.27936137253934,0.0,902.0,212.15142150803462,160.44827929484026,0.0,900.0,198.0689740420272,153.15444501951396,0.0,845.0,202.42002472187886,151.98917869652752,0.0,985.0,211.17246204369064,97.50415997365855,0.0,1127.0
