step,tl_id,start_at_step,cycle_time
234,0,-1,239
458,0,238,224
736,0,462,278
987,0,740,251
1367,0,991,380
1708,0,1371,341
1944,0,1712,236
2201,0,1948,257
2383,0,2205,182
2727,0,2387,344
3116,0,2731,389
3418,0,3120,302
3690,0,3422,272
3992,0,3694,302
4342,0,3996,350
4665,0,4346,323
4838,0,4669,173
5080,0,4842,242
5268,0,5084,188
5432,0,5272,164
5683,0,5436,251
5961,0,5687,278
6194,0,5965,233
6538,0,6198,344
6867,0,6542,329
7169,0,6871,302
7483,0,7173,314
7722,0,7487,239
7994,0,7726,272
8329,0,7998,335
