step,tl_id,start_at_step,cycle_time
207,0,-1,212
497,0,211,290
694,0,501,197
969,0,698,275
1340,0,973,371
1522,0,1344,182
1962,0,1526,440
2147,0,1966,185
2374,0,2151,227
2676,0,2378,302
2879,0,2680,203
3160,0,2883,281
3330,0,3164,170
3602,0,3334,272
3898,0,3606,296
4224,0,3902,326
4514,0,4228,290
4927,0,4518,413
5130,0,4931,203
5444,0,5134,314
5671,0,5448,227
6000,0,5675,329
6209,0,6004,209
6553,0,6213,344
6747,0,6557,194
6995,0,6751,248
7351,0,6999,356
7680,0,7355,329
7898,0,7684,218
8158,0,7902,260
8376,0,8162,218
8600,0,8380,224
8833,0,8604,233
9051,0,8837,218
9266,0,9055,215
9502,0,9270,236
