step,tl_id,start_at_step,cycle_time
234,0,-1,239
479,0,238,245
724,0,483,245
993,0,728,269
1337,0,997,344
1537,0,1341,200
1833,0,1541,296
2171,0,1837,338
2374,0,2175,203
2634,0,2378,260
2966,0,2638,332
3211,0,2970,245
3396,0,3215,185
3695,0,3400,299
3940,0,3699,245
4125,0,3944,185
4457,0,4129,332
4660,0,4461,203
4833,0,4664,173
5216,0,4837,383
5431,0,5220,215
5646,0,5435,215
5939,0,5650,293
6313,0,5943,374
6615,0,6317,302
6863,0,6619,248
7000,0,6867,137
7263,0,7004,263
7523,0,7267,260
7783,0,7527,260
7980,0,7787,197
8219,0,7984,239
8383,0,8223,164
8610,0,8387,227
