step,tl_id,start_at_step,cycle_time
210,0,-1,215
467,0,214,257
865,0,471,398
1146,0,869,281
1460,0,1150,314
1651,0,1464,191
1833,0,1655,182
2006,0,1837,173
2287,0,2010,281
2562,0,2291,275
2804,0,2566,242
3145,0,2808,341
3435,0,3149,290
3704,0,3439,269
3967,0,3708,263
4194,0,3971,227
4403,0,4198,209
4708,0,4407,305
5007,0,4712,299
5354,0,5011,347
5608,0,5358,254
5895,0,5612,287
6161,0,5899,266
6547,0,6165,386
6843,0,6551,296
7007,0,6847,164
7225,0,7011,218
7503,0,7229,278
7700,0,7507,197
7933,0,7704,233
8106,0,7937,173
8312,0,8110,206
8467,0,8316,155
8703,0,8471,236
