step,tl_id,start_at_step,cycle_time
255,0,-1,260
578,0,259,323
838,0,582,260
1047,0,842,209
1322,0,1051,275
1615,0,1326,293
1893,0,1619,278
2135,0,1897,242
2443,0,2139,308
2787,0,2447,344
3035,0,2791,248
3370,0,3039,335
3687,0,3374,317
3905,0,3691,218
4261,0,3909,356
4371,0,4265,110
4664,0,4375,293
4942,0,4668,278
5214,0,4946,272
5513,0,5218,299
5839,0,5517,326
6174,0,5843,335
6491,0,6178,317
6796,0,6495,305
7014,0,6800,218
7376,0,7018,362
7561,0,7380,185
7797,0,7565,236
8219,0,7801,422
8572,0,8223,353
