step,tl_id,start_at_step,cycle_time
132,0,-1,137
272,0,136,140
535,0,276,263
753,0,539,218
932,0,757,179
1117,0,936,185
1329,0,1121,212
1559,0,1333,230
1957,0,1563,398
2274,0,1961,317
2549,0,2278,275
2806,0,2553,257
2928,0,2810,122
3254,0,2932,326
3484,0,3258,230
3651,0,3488,167
3893,0,3655,242
4195,0,3897,302
4467,0,4199,272
4715,0,4471,248
4843,0,4719,128
5085,0,4847,242
5342,0,5089,257
5503,0,5346,161
5796,0,5507,293
5939,0,5800,143
6175,0,5943,236
6414,0,6179,239
6668,0,6418,254
6826,0,6672,158
7119,0,6830,293
7433,0,7123,314
7657,0,7437,224
7950,0,7661,293
8231,0,7954,281
8449,0,8235,218
