step,tl_id,start_at_step,cycle_time
285,0,-1,290
533,0,289,248
751,0,537,218
978,0,755,227
1334,0,982,356
1543,0,1338,209
1797,0,1547,254
2009,0,1801,212
2248,0,2013,239
2571,0,2252,323
2867,0,2575,296
3037,0,2871,170
3378,0,3041,341
3659,0,3382,281
3856,0,3663,197
4140,0,3860,284
4418,0,4144,278
4624,0,4422,206
4965,0,4628,341
5162,0,4969,197
5479,0,5166,317
5697,0,5483,218
6011,0,5701,314
6118,0,6015,107
6477,0,6122,359
6821,0,6481,344
7078,0,6825,257
7296,0,7082,218
7457,0,7300,161
7717,0,7461,260
8133,0,7721,416
