step,tl_id,start_at_step,cycle_time
303,0,-1,308
530,0,307,227
739,0,534,209
969,0,743,230
1274,0,973,305
1651,0,1278,377
1977,0,1655,326
2273,0,1981,296
2572,0,2277,299
2886,0,2576,314
3083,0,2890,197
3334,0,3087,251
3675,0,3338,341
3923,0,3679,248
4087,0,3927,164
4290,0,4091,203
4415,0,4294,125
4756,0,4419,341
4947,0,4760,191
5165,0,4951,218
5311,0,5169,146
5481,0,5315,170
5711,0,5485,230
5926,0,5715,215
6240,0,5930,314
6527,0,6244,287
6766,0,6531,239
7047,0,6770,281
7367,0,7051,320
7528,0,7371,161
7869,0,7532,341
8144,0,7873,275
8488,0,8148,344
