step,tl_id,start_at_step,cycle_time
327,0,-1,332
596,0,331,269
796,0,600,200
1029,0,800,233
1343,0,1033,314
1594,0,1347,251
2025,0,1598,431
2258,0,2029,233
2509,0,2262,251
2751,0,2513,242
2948,0,2755,197
3280,0,2952,332
3660,0,3284,380
3884,0,3664,224
4141,0,3888,257
4425,0,4145,284
4664,0,4429,239
4957,0,4668,293
5250,0,4961,293
5489,0,5254,239
5812,0,5493,323
5937,0,5816,125
6308,0,5941,371
6514,0,6312,206
6735,0,6518,221
7040,0,6739,305
7354,0,7044,314
7632,0,7358,278
7877,0,7636,245
8179,0,7881,302
8406,0,8183,227
8642,0,8410,236
8833,0,8646,191
9078,0,8837,245
9365,0,9082,287
9448,0,9369,83
9714,0,9452,266
9896,0,9718,182
10135,0,9900,239
10335,0,10139,200
