step,tl_id,start_at_step,cycle_time
216,0,-1,221
536,0,220,320
805,0,540,269
1158,0,809,353
1385,0,1162,227
1582,0,1389,197
1911,0,1586,329
2189,0,1915,278
2482,0,2193,293
2856,0,2486,374
3047,0,2860,191
3349,0,3051,302
3630,0,3353,281
3881,0,3634,251
3994,0,3885,113
4191,0,3998,197
4583,0,4195,392
4939,0,4587,356
5265,0,4943,326
5471,0,5269,206
5836,0,5475,365
6135,0,5840,299
6326,0,6139,191
6637,0,6330,311
6894,0,6641,257
7154,0,6898,260
7540,0,7158,386
7830,0,7544,290
8111,0,7834,281
8332,0,8115,221
