step,tl_id,start_at_step,cycle_time
204,0,-1,209
455,0,208,251
700,0,459,245
1050,0,704,350
1322,0,1054,272
1648,0,1326,326
1944,0,1652,296
2267,0,1948,323
2599,0,2271,332
2811,0,2603,212
3062,0,2815,251
3376,0,3066,314
3639,0,3380,263
3929,0,3643,290
4222,0,3933,293
4470,0,4226,248
4712,0,4474,242
5008,0,4716,296
5181,0,5012,173
5558,0,5185,377
5746,0,5562,188
6015,0,5750,269
6155,0,6019,140
6511,0,6159,356
6834,0,6515,323
7082,0,6838,248
7354,0,7086,272
7704,0,7358,350
7976,0,7708,272
8224,0,7980,248
8514,0,8228,290
