step,tl_id,start_at_step,stage,stage_time,time_beyond_queue_clearance,residual_queue
21,0,-1,0,22,21,0
41,0,25,1,16,15,0
127,0,45,2,82,72,0
234,0,131,3,103,84,0
269,0,238,0,31,0,8
313,0,273,1,40,0,8
408,0,317,2,91,53,0
521,0,412,3,109,59,0
595,0,525,0,70,6,0
708,0,599,1,109,13,0
827,0,712,2,115,44,0
919,0,831,3,88,11,0
1014,0,923,0,91,8,0
1058,0,1018,1,40,0,19
1132,0,1062,2,70,19,0
1155,0,1136,3,19,0,21
1256,0,1159,0,97,30,0
1339,0,1260,1,79,0,2
1359,0,1343,2,16,0,14
1439,0,1363,3,76,0,7
1546,0,1443,0,103,67,0
1665,0,1550,1,115,19,0
1778,0,1669,2,109,36,0
1804,0,1782,3,22,0,30
1863,0,1808,0,55,0,4
1973,0,1867,1,106,36,0
2005,0,1977,2,28,0,23
2025,0,2009,3,16,0,33
2060,0,2029,0,31,0,12
2101,0,2064,1,37,12,0
2139,0,2105,2,34,0,25
2165,0,2143,3,22,0,30
2176,0,2169,0,7,0,21
2268,0,2180,1,88,58,0
2282,0,2272,2,10,0,35
2368,0,2286,3,82,0,3
2391,0,2372,0,19,0,32
2492,0,2395,1,97,71,0
2542,0,2496,2,46,0,21
2640,0,2546,3,94,5,0
2675,0,2644,0,31,0,26
2704,0,2679,1,25,0,13
2715,0,2708,2,7,0,36
2750,0,2719,3,31,0,21
2827,0,2754,0,73,0,9
2841,0,2831,1,10,0,21
2903,0,2845,2,58,0,15
2914,0,2907,3,7,0,35
2949,0,2918,0,31,0,27
3041,0,2953,1,88,14,0
3055,0,3045,2,10,0,34
3174,0,3059,3,115,18,0
3272,0,3178,0,94,0,1
3349,0,3276,1,73,12,0
3471,0,3353,2,118,29,0
3569,0,3475,3,94,1,0
3664,0,3573,0,91,0,4
3678,0,3668,1,10,0,30
3701,0,3682,2,19,0,31
3712,0,3705,3,7,0,26
3750,0,3716,0,34,0,8
3773,0,3754,1,19,0,28
3790,0,3777,2,13,0,34
3828,0,3794,3,34,0,24
3896,0,3832,0,64,4,0
3988,0,3900,1,88,0,2
4083,0,3992,2,91,0,3
4112,0,4087,3,25,0,30
4174,0,4116,0,58,0,15
4236,0,4178,1,58,0,8
4334,0,4240,2,94,25,0
4354,0,4338,3,16,0,33
4383,0,4358,0,25,0,31
4424,0,4387,1,37,0,19
4489,0,4428,2,61,18,0
4500,0,4493,3,7,0,36
4622,0,4504,0,118,31,0
4705,0,4626,1,79,0,1
4728,0,4709,2,19,0,22
4769,0,4732,3,37,0,23
4849,0,4773,0,76,31,0
4875,0,4853,1,22,0,31
4967,0,4879,2,88,12,0
5041,0,4971,3,70,0,3
5106,0,5045,0,61,2,0
5138,0,5110,1,28,0,29
5236,0,5142,2,94,28,0
5268,0,5240,3,28,0,26
5378,0,5272,0,106,50,0
5473,0,5382,1,91,16,0
5529,0,5477,2,52,0,13
5618,0,5533,3,85,0,5
5701,0,5622,0,79,23,0
5781,0,5705,1,76,0,2
5813,0,5785,2,28,0,28
5833,0,5817,3,16,0,33
5862,0,5837,0,25,0,5
5894,0,5866,1,28,0,9
5908,0,5898,2,10,0,34
5940,0,5912,3,28,0,27
6014,0,5944,0,70,31,0
6088,0,6018,1,70,0,3
6183,0,6092,2,91,2,0
6203,0,6187,3,16,0,33
6298,0,6207,0,91,52,0
6318,0,6302,1,16,0,33
6329,0,6322,2,7,0,25
6394,0,6333,3,61,0,7
6495,0,6398,0,97,73,0
6545,0,6499,1,46,0,19
6568,0,6549,2,19,0,32
6654,0,6572,3,82,0,0
6698,0,6658,0,40,0,1
6724,0,6702,1,22,0,31
6795,0,6728,2,67,0,10
6839,0,6799,3,40,0,13
6868,0,6843,0,25,0,11
6912,0,6872,1,40,0,23
6962,0,6916,2,46,0,11
7003,0,6966,3,37,0,19
7086,0,7007,0,79,10,0
7103,0,7090,1,13,0,34
7186,0,7107,2,79,0,4
7239,0,7190,3,49,0,17
7343,0,7243,0,100,57,0
7387,0,7347,1,40,0,24
7419,0,7391,2,28,0,28
7436,0,7423,3,13,0,33
7549,0,7440,0,109,108,0
7650,0,7553,1,97,0,0
7661,0,7654,2,7,0,36
7711,0,7665,3,46,0,13
7782,0,7715,0,67,66,0
7838,0,7786,1,52,0,19
7852,0,7842,2,10,0,35
7965,0,7856,3,109,34,0
8054,0,7969,0,85,84,0
8173,0,8058,1,115,26,0
8274,0,8177,2,97,9,0
8372,0,8278,3,94,18,0
8416,0,8376,0,40,39,0
8439,0,8420,1,19,0,0
8483,0,8443,2,40,23,0
8500,0,8487,3,13,0,11
8538,0,8504,0,34,33,0
8594,0,8542,1,52,51,0
8713,0,8598,2,115,114,0
8736,0,8717,3,19,0,32
8816,0,8740,0,76,75,0
8827,0,8820,1,7,6,0
8880,0,8831,2,49,48,0
8963,0,8884,3,79,0,7
9010,0,8967,0,43,42,0
9036,0,9014,1,22,21,0
9095,0,9040,2,55,54,0
